word	root	lemma
التعليم	جذر	تعليم
التعليمية	جذر	تعليم;تعليمي
التغذية	جذر	تغذي;تغذية
التغطية	جذر	تغطية;تغطي
التغليب	جذر	تغليب
التف	جذر	تف;التف
التفاصيل	جذر	تفاصيل
التفت	جذر	التفت;التف
التفسيرات	جذر	تفسيرات;تفسير
التقارير	جذر	تقارير
التقاط	جذر	التقاط
التقاليد	جذر	تقاليد
التقرير	جذر	تقرير
التقط	جذر	التقط
التقليدي	جذر	تقليد
التقنية	جذر	تقنية;تقني
التقى	جذر	التقى
التكنولوجيا	جذر	تكنولوجي;تكنولوجيا
التلاميذ	جذر	تلاميذ
التلفاز	جذر	تلفاز
التلفزيون	جذر	تلفزيون
التلميذ	جذر	تلميذ
التنقل	جذر	تنقل
التنوع	جذر	تنوع
التهديد	جذر	تهديد
التواجد	جذر	تواجد
التواصل	جذر	تواصل
التواطؤ	جذر	تواطؤ
التوالي	جذر	توالي
التوحد	جذر	توحد
التوسع	جذر	توسع
التوصيف	جذر	توصيف
التوقعات	جذر	توقع
التونسي	جذر	تونسي
التي	جذر	التي
الثائر	جذر	ثائر
الثالثة	جذر	ثالث
الثاني	جذر	ثاني
الثانية	جذر	ثاني;ثانية
الثرثارات	جذر	ثرثار
الثروة	جذر	ثروة
الثرية	جذر	ثري;ثرى
الثلاثة	جذر	ثلاثة
الثلوج	جذر	ثلوج
الثمانينات	جذر	ثمانين
الثمن	جذر	ثمن;لثم
الثمينة	جذر	ثمين
الثناء	جذر	ثناء
الثوابت	جذر	ثوابت
الثورات	جذر	ثور;ثورة
الثوري	جذر	ثوري;ثور;ثورة
الجارات	جذر	جار
الجارفة	جذر	جارف
الجاري	جذر	جار;جاري
الجانب	جذر	جانب
الجاهلية	جذر	جاهل;جاهلي;جاهلية
الجبارين	جذر	جبار
الجبال	جذر	جبال
الجبلية	جذر	جبل;جبلة;جبلي
الجبنة	جذر	جبن
الجدال	جذر	جدال
الجدد	جذر	جدد
الجدل	جذر	جدل
الجديد	جذر	جديد
الجرأة	جذر	جرأة
الجرارات	جذر	جرار;جرارة
الجرافات	جذر	جراف;جرافة
الجرم	جذر	جرم
الجريدة	جذر	جريد
الجريمة	جذر	جريمة
الجزائر	جذر	جزائر
الجزائري	جذر	جزائري;جزائر
الجزائريين	جذر	جزائري
الجزر	جذر	جزر
الجزيرة	جذر	جزيرة
الجسدي	جذر	جسدي;جسد
الجشعة	جذر	جشع
الجغرافي	جذر	جغرافي
الجماعات	جذر	جماع;جماعة
الجماهير	جذر	جماهير
الجمع	جذر	جمع
الجمهور	جذر	جمهور
الجمهورية	جذر	جمهور;جمهورية;جمهوري
الجموع	جذر	جموع
الجميع	جذر	جميع
الجميل	جذر	جميل
الجنرال	جذر	جنرال
الجنسيات	جذر	جنسي;جنس
الجنوبية	جذر	جنوب
الجهات	جذر	جهة
الجهاد	جذر	جهاد
الجهود	جذر	جهود
الجوائز	جذر	جوائز
الجوع	جذر	جوع
الجوية	جذر	جو;جوة;جوي;جوى
الجيدين	جذر	جيد
الجيران	جذر	جير;جيران
الجيش	جذر	جيش
الجيوش	جذر	جيوش
الحارس	جذر	حارس
الحاسمة	جذر	حاسم
الحافل	جذر	حافل
الحاكم	جذر	حاكم
الحال	جذر	حال
الحالات	جذر	حالة;حال
الحالي	جذر	حالة;حالي;حال
الحب	جذر	حب
الحجم	جذر	حجم
الحدث	جذر	حدث
الحدوث	جذر	حدوث
الحدود	جذر	حدود
الحديث	جذر	حديث
الحديد	جذر	حديد
الحذر	جذر	حذر
الحراسة	جذر	حراسة;حراس
الحراك	جذر	حراك
الحرب	جذر	حرب
الحركات	جذر	حركة
الحرمان	جذر	حرم;حرمان
الحرمين	جذر	حرم
الحرية	جذر	حري;حر;حرية
الحزب	جذر	حزب
الحسابات	جذر	حساب
الحصار	جذر	حصار
الحصول	جذر	حصول
الحضارية	جذر	حضار;حضارة
الحضانات	جذر	حضانة
الحظ	جذر	لحظ;حظ
الحفاظ	جذر	حفاظ
الحق	جذر	لحق;حق
الحقبة	جذر	حقبة;حقب
الحقن	جذر	لحق;حقن
الحقيقة	جذر	حقيق;حقيقة
الحقيقي	جذر	حقيقي;حقيق;حقيقة
الحكام	جذر	حكام
الحكم	جذر	لحى;حكم;لحا
الحكمة	جذر	حكم;حكمة
الحكومات	جذر	حكومة
الحكومي	جذر	حكومي;حكومة
الحلم	جذر	حلم
الحماسة	جذر	حماس;حماسة
الحماية	جذر	حماية
الحمل	جذر	حمل
الحملة	جذر	حمل;حملة
الحنفية	جذر	حنفية;حنف;حنفى
الحوار	جذر	حوار
الحوت	جذر	حوت
الحي	جذر	لحى;حي;لحا
الحياة	جذر	حياة
الحية	جذر	حية;حي
الخارج	جذر	خارج
الخارجية	جذر	خارج;خارجي
الخاصة	جذر	خاصة
الخامس	جذر	خامس
الخبراء	جذر	خبراء
الخبرة	جذر	خبرة;خبر
الختام	جذر	ختام
الخدمة	جذر	خدم;خدمة
الخروج	جذر	خروج
الخسارة	جذر	خسار;خسارة
الخصم	جذر	خصم
الخصومة	جذر	خصومة;خصوم
الخضراء	جذر	خضراء
الخضوع	جذر	خضوع
الخط	جذر	خط
الخطأ	جذر	خطأ
الخطوات	جذر	خطوة
الخطيب	جذر	خطيب
الخطيرة	جذر	خطير
الخفاء	جذر	خفاء
الخلافة	جذر	خلاف;خلافة
الخليجي	جذر	خليج
الخمر	جذر	خمر
الخوف	جذر	خوف
الخيار	جذر	خيار
الخيال	جذر	خيال
الخيالية	جذر	خيالي;خيال;خيالة
الخير	جذر	خير
الدائم	جذر	دائم
الداخلية	جذر	داخل;داخلة;داخلي
الداعمة	جذر	داعم
الداعية	جذر	داعي
الداغستاني	جذر	داغستاني;داغستان
الداغستانيون	جذر	داغستاني
الدبابات	جذر	دبابة
الدبلوماسية	جذر	دبلوماسية;دبلوماسي
الدبلوماسيين	جذر	دبلوماسي
الدخول	جذر	دخول
الدراسة	جذر	دراسة;دراس
الدراسي	جذر	دراسي;دراسة;دراس
الدرجة	جذر	درج;درجة
الدردشة	جذر	دردش;دردشة
الدستور	جذر	دستور
الدعاء	جذر	دعاء
الدعابة	جذر	دعاب;دعابة
الدعم	جذر	دعم
الدفاع	جذر	دفاع
الدفع	جذر	دفع
الدقائق	جذر	دقائق
الدقة	جذر	دق;دقة
الدقيقة	جذر	دقيقة;دقيق
الدكاكين	جذر	دكاك;دكاكين
الدم	جذر	دم
الدماء	جذر	دماء
الدنمارك	جذر	دنمارك
الدنيا	جذر	دنيا
الدور	جذر	دور
الدورة	جذر	دور;دورة
الدوري	جذر	دوري;دور;دورة
الدول	جذر	دول
الدولارات	جذر	دولار
الدولة	جذر	دول;دولة
الدولي	جذر	دول;دولة;دولي
الديانة	جذر	ديان;ديانة
الديموغرافية	جذر	ديموغرافي
الدين	جذر	دين
الدينية	جذر	دين;دينة;ديني
الديوك	جذر	ديوك
الديون	جذر	ديون
الذاكرة	جذر	ذاكرة;ذاكر
الذكي	جذر	ذكي
الذهبية	جذر	ذهبي;ذهبة;ذهب
الذي	جذر	الذي
الذين	جذر	الذين
الرأي	جذر	رأي
الرؤوس	جذر	رؤوس
الرؤية	جذر	رؤية;رؤى
الرئاسية	جذر	رئاسي
الرئيس	جذر	رئيس
الرئيسي	جذر	رئيس;رئيسي
الرائع	جذر	رائع
الرابع	جذر	رابع
الراغمة	جذر	راغم
الرايات	جذر	راي;راية
الربع	جذر	ربع
الربيع	جذر	ربيع
الرجال	جذر	رجال
الرجل	جذر	رجل
الرجوب	جذر	رجوب
الرحمانية	جذر	رحمان
الرسالة	جذر	رسالة
الرسام	جذر	رسام
الرسمي	جذر	رسمي;رسمة;رسم
الرسوخ	جذر	رسوخ
الرشيد	جذر	رشيد
الرضوخ	جذر	رضوخ
الرطوبة	جذر	رطوبة
الرعب	جذر	رعب
الرعية	جذر	رعية;رعي
الرفاهيات	جذر	رفاهية
الرفض	جذر	رفض
الرقاب	جذر	رقاب
الرقم	جذر	رقم
الرماد	جذر	رماد
الرمزية	جذر	رمزية;رمز;رمزي
الرهيب	جذر	رهيب
الروس	جذر	روس
الروسي	جذر	روسي;روس
الروم	جذر	روم
الرياضات	جذر	الرياض;رياضة
الرياضة	جذر	الرياض;رياضة;رياض
الرياضي	جذر	رياضي;رياضة;رياض;الرياض
الرياضيات	جذر	الرياض;رياضة;رياضيات;رياضي
الريفية	جذر	ريفي;ريف
الزاوية	جذر	زاوية
الزج	جذر	زج;لزج
الزعيم	جذر	زعيم
الزمن	جذر	زمن;لزم
الزنزانة	جذر	زنزانة
الزواج	جذر	زواج
الزوايا	جذر	زوايا
السؤال	جذر	سؤال
السابع	جذر	سابع
السابق	جذر	سابق
الساحة	جذر	ساحة
الساحرة	جذر	ساحر
الساحقة	جذر	ساحق
الساخرة	جذر	ساخر
الساخطة	جذر	ساخط
الساخن	جذر	ساخن
السادس	جذر	سادس
الساعات	جذر	ساعة
السباب	جذر	سباب
السبب	جذر	سبب
السبعينيات	جذر	سبعيني;سبعين
الستار	جذر	ستار
الستينيات	جذر	ستيني
السجن	جذر	سجن
السجون	جذر	سجون
السجين	جذر	سجين
السخرية	جذر	سخرة;سخري;سخرية;سخر
السخف	جذر	سخف
السر	جذر	سر
السرعة	جذر	سرع;سرعة
السطح	جذر	سطح
السطوع	جذر	سطوع
السعر	جذر	سعر
السعودي	جذر	سعودي;سعود
السعودية	جذر	سعودية;سعود;سعودي
السعوديين	جذر	سعودي
السفارة	جذر	سفارة;سفار
السكان	جذر	سك;سكان
السكنية	جذر	سكن;سكنة;سكنى
السلاطين	جذر	سلاطين
السلام	جذر	سلام
السلبية	جذر	سلبة;سلبية;سلبي;سلب
السلطات	جذر	سلط;سلطة
السلطان	جذر	سلط;سلطان
السلع	جذر	سلع
السلفية	جذر	سلف;سلفة
السلم	جذر	سلم
السلميين	جذر	سلمي;سلمى
السماء	جذر	سماء
السمة	جذر	سم;سمة
السمراء	جذر	سمراء
السن	جذر	لسن;سن
السنة	جذر	سن;سنة
السنغافوري	جذر	سنغافوري;سنغافورة
السنوات	جذر	سنوات
السنوسي	جذر	سنوسي
السنوي	جذر	لسن;سنوي
السنين	جذر	سن
السود	جذر	سود
السوري	جذر	سوري;سور;سورة
السوفياتي	جذر	سوفياتي;سوفيات
السوفيت	جذر	سوفيت
السوفيتي	جذر	سوفيت;سوفيتي
السوق	جذر	سوق
السويد	جذر	سويد
السي	جذر	سي
السيئة	جذر	سيئ
السياح	جذر	سياح
السياحية	جذر	سياحة;سياحي;سياح
السيادة	جذر	سيادة
السيارات	جذر	سيارة;سيارات;سيار
السيارة	جذر	سيارة;سيار
السياسات	جذر	سياسة
السياسي	جذر	سياسي;سياسة
السياسيين	جذر	سياسي
السياق	جذر	سياق
السير	جذر	سير
السيطرة	جذر	سيطرة
الشؤون	جذر	شؤون
الشائعات	جذر	شائع;شائعة
الشابات	جذر	شاب
الشارع	جذر	شارع
الشاسعة	جذر	شاسع
الشاشة	جذر	شاشة
الشاعر	جذر	شاعر
الشاهقة	جذر	شاهق
الشباب	جذر	شباب
الشبكات	جذر	شبكة
الشتاء	جذر	شتاء
الشجاعة	جذر	شجاعة;شجاع
الشخص	جذر	شخص
الشخصي	جذر	شخص;شخصة;شخصي
الشخصيات	جذر	شخص;شخصية;شخصي
الشخصية	جذر	شخص;شخصة;شخصية;شخصي
الشديد	جذر	شديد
الشر	جذر	شر
الشرائية	جذر	شراء
الشراكة	جذر	شراك
الشرطة	جذر	شرط;شرطة
الشرعية	جذر	شرعي;شرع;شرعة
الشرعيين	جذر	شرعي
الشرفية	جذر	شرفى;شرف;شرفة
الشرقي	جذر	شرقي;شرق
الشركاء	جذر	شركاء
الشركات	جذر	شركة;شرك
الشروط	جذر	شروط
الشروق	جذر	شروق
الشريحة	جذر	شريح
الشريط	جذر	شريط
الشريعة	جذر	شريعة
الشريف	جذر	شريف
الشعب	جذر	شعب
الشعبي	جذر	شعبة;شعبي;شعب
الشعبيان	جذر	شعبي
الشعبية	جذر	شعبة;شعبية;شعبي;شعب
الشعرية	جذر	شعري;شعرى;شعرية;شعر;شعرة
الشعوب	جذر	شعوب
الشعور	جذر	شعور
الشفاه	جذر	شفاه
الشقيق	جذر	شقيق
الشمال	جذر	شمال
الشمس	جذر	شمس
الشمسية	جذر	شمس;شمسي
الشمولية	جذر	شمولية;شمولي;شمول
الشهداء	جذر	شهداء
الشهرة	جذر	شهر;شهرة
الشهود	جذر	شهود
الشهيد	جذر	شهيد
الشهير	جذر	شهير
الشيء	جذر	شيء
الشيخ	جذر	شيخ
الشيشان	جذر	شيش
الشيشانيين	جذر	شيشاني
الشيطان	جذر	شيطان
الشيلي	جذر	شيلي;شيلة
الشيوعي	جذر	شيوعي
الصالح	جذر	صالح
الصباح	جذر	صباح
الصحابي	جذر	صحابة;صحابي;صحاب
الصحافة	جذر	صحافة;صحاف
الصحافية	جذر	صحافي;صحافة;صحاف
الصحراء	جذر	صحراء
الصحف	جذر	صحف
الصحي	جذر	صحة;صحي
الصحيفة	جذر	صحيفة
الصدمة	جذر	صدمة;صدم
الصديق	جذر	صديق
الصراع	جذر	صراع
الصرب	جذر	صرب
الصرف	جذر	صرف
الصعاب	جذر	صعاب
الصعبة	جذر	صعب
الصعوبات	جذر	صعوبة
الصعيد	جذر	صعيد
الصغر	جذر	صغر
الصغرى	جذر	صغرى
الصغير	جذر	صغير
الصف	جذر	صف
الصفاء	جذر	صفاء
الصفحة	جذر	صفحة;صفح
الصفقة	جذر	صفق;صفقة
الصناديق	جذر	صناديق
الصناعات	جذر	صناعة
الصناعة	جذر	صناع;صناعة
الصناعية	جذر	صناعي;صناع;صناعة
الصنع	جذر	صنع
الصوت	جذر	صوت
الصورة	جذر	صورة;صور
الصوف	جذر	صوف
الصوفية	جذر	صوفي;صوفية;صوف
الصينيين	جذر	صيني
الضائعة	جذر	ضائع
الضالعة	جذر	ضالع
الضحايا	جذر	ضحايا
الضحية	جذر	ضحية;ضحى
الضخم	جذر	ضخم
الضرائب	جذر	ضرائب
الضربة	جذر	ضرب;ضربة
الضعيفة	جذر	ضعيف
الضغط	جذر	ضغط
الطائرات	جذر	طائر;طائرة
الطائشة	جذر	طائش
الطائلة	جذر	طائل
الطابع	جذر	طابع
الطاقة	جذر	طاقة;طاق
الطالب	جذر	طالب
الطاهر	جذر	طاهر
الطاولة	جذر	طاولة
الطبقة	جذر	طبقة;طبق
الطبيعة	جذر	طبيعة
الطرف	جذر	طرف
الطرق	جذر	طرق
الطرقات	جذر	طرقات;طرق;طرقة
الطريق	جذر	طريق
الطريقة	جذر	طريق;طريقة
الطعن	جذر	طعن;لطع
الطفل	جذر	طفل
الطفولة	جذر	طفول;طفولة
الطلاب	جذر	طلاب
الطلب	جذر	طلب
الطلبة	جذر	طلب;طلبة
الطموح	جذر	طموح
الطيب	جذر	طيب
الظافر	جذر	ظافر
الظالمة	جذر	ظالم
الظاهرة	جذر	ظاهرة;ظاهر
الظلم	جذر	ظلم
الظهرة	جذر	ظهرة;ظهر
الظواهر	جذر	ظواهر
العائلة	جذر	عائل
العادات	جذر	عادة
العار	جذر	عار
العارمة	جذر	عارم
العاشرة	جذر	عاشر
العاصمة	جذر	عاصم;عاصمة
العالم	جذر	عالم
العالمي	جذر	عالمي;عالم
العالية	جذر	عال;عالة;عالي
العام	جذر	عام
العبث	جذر	عبث
العبقري	جذر	عبقري
العبقرية	جذر	عبقرية;عبقري
العثماني	جذر	عثمان;عثماني
العثمانيون	جذر	عثماني
العجيب	جذر	عجيب
العدالة	جذر	عدال;عدالة
العدة	جذر	عد;عدة
العدد	جذر	عدد
العدل	جذر	عدل
العدو	جذر	عدو
العدوان	جذر	عدوان;عدو
العديد	جذر	عديد
العراء	جذر	عراء
العرب	جذر	عرب
العربي	جذر	عربي;عرب;عربة
العرس	جذر	عرس
العرش	جذر	عرش
العرض	جذر	عرض
العرق	جذر	عرق
العرقية	جذر	عرقة;عرقى;عرقية;عرق
العروبة	جذر	عروبة;عروب
العزاء	جذر	عزاء
العزلة	جذر	عزلة;عزل
العزيزية	جذر	عزيز
العسكر	جذر	عسكر
العشائر	جذر	عشائر
العشب	جذر	عشب
العشرة	جذر	عشرة;عشر
العشرين	جذر	عشر
العصا	جذر	عصا
العصابات	جذر	عصابة;عصاب
العصر	جذر	عصر
العظام	جذر	عظام
العظماء	جذر	عظماء
العظيم	جذر	عظيم
العقل	جذر	عقل
العقوبة	جذر	عقوبة
العقيد	جذر	عقيد
العكس	جذر	عكس
العلاجية	جذر	علاج
العلاقات	جذر	علاقة
العلامات	جذر	علامة;علام
العلم	جذر	علم
العلماء	جذر	علماء
العلمي	جذر	علم;علمة;علمي
العلوم	جذر	علوم
العمال	جذر	عمال
العمالة	جذر	عمالة;عمال
العمر	جذر	عمر
العمل	جذر	عمل
العملاقة	جذر	عملاق
العمليات	جذر	عملي;عملية;عمل;عملة
العمومية	جذر	عمومي;عموم
العميقة	جذر	عميق
العناق	جذر	عناق
العنف	جذر	عنف
العنفوان	جذر	عنفوان
العنيفة	جذر	عنيف
العهدات	جذر	عهد;عهدة
العواطف	جذر	عواطف
العودة	جذر	عود;عودة
العين	جذر	عين
الغازية	جذر	غاز;غازي
الغانية	جذر	غاني
الغاية	جذر	غاي;غاية
الغذائية	جذر	غذاء
الغرب	جذر	غرب
الغربي	جذر	غربي;غربة;غرب
الغربية	جذر	غربي;غربة;غربية;غرب
الغربيون	جذر	غربي
الغريب	جذر	غريب
الغزاة	جذر	غزاة
الغضب	جذر	غضب
الغفيرة	جذر	غفيرة;غفير
الغني	جذر	غني;غن;غنة;لغا
الغول	جذر	غول
الغيار	جذر	غيار
الفاجعة	جذر	فاجع;فاجعة
الفادحة	جذر	فادح
الفار	جذر	فار
الفارس	جذر	فارس
الفارهة	جذر	فاره
الفاشل	جذر	فاشل
الفاصلة	جذر	فاصل
الفاضلة	جذر	فاضل
الفتح	جذر	فتح
الفترة	جذر	فتر;فترة
الفتية	جذر	فتى;فتي;فت;فتية;فتة
الفجر	جذر	فجر
الفجور	جذر	فجور
الفخمة	جذر	فخم
الفدائي	جذر	فدائي;فداء
الفرا	جذر	فر
الفراغ	جذر	فراغ
الفرحة	جذر	فرح;فرحة
الفردية	جذر	فرد;فردي;فردى;فردية
الفرص	جذر	فرص
الفرصة	جذر	فرص;فرصة
الفرق	جذر	فرق
الفرقاء	جذر	فرقاء
الفرنسي	جذر	فرنسة;فرنسي
الفرنسيون	جذر	فرنسي
الفريق	جذر	فريق
الفزاعة	جذر	فزاعة
الفساد	جذر	فساد
الفصل	جذر	فصل
الفضائل	جذر	فضائل
الفظيع	جذر	فظيع
الفعل	جذر	فعل
الفعلي	جذر	فعل;فعلة
الفقدان	جذر	فقدان;فقد
الفقر	جذر	فقر
الفقراء	جذر	فقراء
الفقير	جذر	فقير
الفقيه	جذر	فقيه;لفق
الفكاهة	جذر	فكاهة;فكاه
الفكرة	جذر	فكر;فكرة
الفلاحين	جذر	فلاح
الفلسطيني	جذر	فلسطيني
الفن	جذر	فن
الفنادق	جذر	فنادق
الفنانين	جذر	فنان
الفندق	جذر	فندق
الفنون	جذر	فنون
الفوز	جذر	فوز
الفيديو	جذر	فيديو
الفيفا	جذر	فيفا
الفيلسوف	جذر	فيلسوف
القائمة	جذر	قائمة;قائم
القائمين	جذر	قائم
القادة	جذر	قادة
القادر	جذر	قادر
القادم	جذر	قادم
القارة	جذر	قار;قارة
القاسية	جذر	قاسي
القاعدة	جذر	قاعد
القانون	جذر	قانون
القانوني	جذر	قانوني;قانون
القاهرة	جذر	قاهر
القبائل	جذر	قبائل
القبض	جذر	قبض
القبلي	جذر	قبلي;قبل;قبلة
القتال	جذر	قتال
القتل	جذر	قتل
القتلة	جذر	قتل;قتلة
القحط	جذر	قحط
القدرة	جذر	قدر;قدرة
القدرية	جذر	قدرى;قدر;قدرة
القدس	جذر	قدس
القذافي	جذر	قذاف
القذرة	جذر	قذر
القرآن	جذر	قرآن
القرارات	جذر	قرارة;قرار
القرعة	جذر	قرعة;قرع
القرن	جذر	قرن
القرون	جذر	قرون
القرى	جذر	قرى
القريب	جذر	قريب
القرية	جذر	قرية;قرة;قري;قر;قرى
القسيس	جذر	قسيس
القصة	جذر	قص;قصة
القصر	جذر	قصر
القضاء	جذر	قضاء
القضائي	جذر	قضاء;قضائي
القضايا	جذر	قضايا
القضبان	جذر	قضب;قضبان
القضية	جذر	قض;قضية;قضة
القطاف	جذر	قطاف
القطر	جذر	قطر
القطري	جذر	قطري;قطر;قطرة
القطريين	جذر	قطري
القطع	جذر	قطع
القطيعة	جذر	قطيعة;قطيع
القفص	جذر	قفص
القلاع	جذر	قلاع
القلب	جذر	قلب
القلم	جذر	قلم
القليلة	جذر	قليل
القمار	جذر	قمار
القمع	جذر	قمع
القنابل	جذر	قنابل
القنوات	جذر	قنوات;قنو;قنوة
القهوة	جذر	قهوة
القوات	جذر	قوة;قوات
القوانين	جذر	قوانين;قواني
القوقاز	جذر	قوقاز
القول	جذر	قول
القوى	جذر	قوى
القوي	جذر	قوة;قوي;لقا
القوية	جذر	قوى;قوة;قوي
القيادة	جذر	قياد;قيادة
القياصرة	جذر	قياصرة
القيام	جذر	قيام
القيصر	جذر	قيصر
القيصرية	جذر	قيصرية;قيصر
القيم	جذر	قيم
الكأسان	جذر	كأس
الكؤوس	جذر	كؤوس
الكابتن	جذر	كابتن
الكاتب	جذر	كاتب
الكارثية	جذر	كارثة
الكبرى	جذر	كبرى
الكبير	جذر	كبير
الكتاب	جذر	كتاب
الكتب	جذر	كتب
الكثير	جذر	كثير
الكثيف	جذر	كثيف
الكرام	جذر	كرام
الكرة	جذر	كرة;كر
الكرم	جذر	كرم
الكروات	جذر	كروات;كرو
الكرواتي	جذر	كرواتي;كروات
الكرواتيون	جذر	كرواتي
الكروي	جذر	كروي
الكشافة	جذر	كشاف
الكعكة	جذر	كعك
الكفتين	جذر	كف
الكلمات	جذر	كلم;كلمة
الكم	جذر	لكم;كم
الكهرباء	جذر	كهرباء
الكهربائية	جذر	كهرباء;كهربائي
الكوبي	جذر	كوب
الكوميدي	جذر	كوميدي
الكوميديا	جذر	كوميدي;كوميديا
الكويت	جذر	كويت
الكيلومترات	جذر	كيلومتر
اللا	جذر	لا
اللازمة	جذر	لازمة;لازم
اللاعب	جذر	لاعب
اللافت	جذر	لافت
اللجوء	جذر	لجوء
اللحظة	جذر	لحظ
اللحن	جذر	لحن
اللدودة	جذر	لدود
اللطف	جذر	لطف
اللعب	جذر	لعب
اللعبة	جذر	لعبة;لعب
اللغات	جذر	لغة
اللقاء	جذر	لقاء
اللقاءات	جذر	لقاء;لقاءات
اللندني	جذر	لندني;لندن
الله	جذر	الله
اللوح	جذر	لوح
اللوحات	جذر	لوح;لوحة
اللوفر	جذر	لوفر
اللون	جذر	لون
الليبي	جذر	ليبي
الليبيري	جذر	ليبيري
الليرة	جذر	ليرة
الليلة	جذر	ليل
المؤثرين	جذر	مؤثر
المؤسسات	جذر	مؤسس;مؤسسة
المؤسفة	جذر	مؤسف
المؤكد	جذر	مؤكد
المؤمنين	جذر	مؤمن
المؤن	جذر	لمأ;مؤن
المؤهلة	جذر	مؤهل
الماء	جذر	ماء
الماجيكو	جذر	ماجيك
المادة	جذر	مادة
المادية	جذر	مادة;مادية;مادي
الماركسيون	جذر	ماركسي
الماضي	جذر	ماضي
المافيا	جذر	مافيا
المال	جذر	مال
المالك	جذر	مالك
المالي	جذر	مالي;مال
المايسترو	جذر	مايسترو
المبادئ	جذر	مبادئ
المبادرات	جذر	مبادرة;مبادر
المباراة	جذر	مباراة
المباركة	جذر	مبارك;مباركة
المباشر	جذر	مباشر
المبالغ	جذر	مبالغ
المبدأ	جذر	مبدأ
المبكر	جذر	مبكر
المبلغ	جذر	مبلغ
المبنى	جذر	مبنى
المبهرة	جذر	مبهر
المبيعات	جذر	مبيع
المتابع	جذر	متابع
المتابعة	جذر	متابع;متابعة
المتاعب	جذر	متاعب
المتبادلة	جذر	متبادل
المتجاوز	جذر	متجاوز
المتحدة	جذر	متحد
المتحصل	جذر	متحصل
المتخصص	جذر	متخصص
المترجم	جذر	مترجم
المتصاعدة	جذر	متصاعد
المتظاهرين	جذر	متظاهر
المتعبين	جذر	متعب
المتقدمة	جذر	متقدم
المتكبر	جذر	متكبر
المتكررة	جذر	متكرر
المتكونة	جذر	متكون
المتلقي	جذر	متلقي
المتمثلة	جذر	متمثل
المتمردين	جذر	متمرد
المتمسكين	جذر	متمسك
المتنوعة	جذر	متنوع
المتهم	جذر	متهم
المتواجدة	جذر	متواجد
المتوسط	جذر	متوسط
المتوفرة	جذر	متوفر
المثال	جذر	مثال
المثالية	جذر	مثالية;مثالي;مثال
المثقف	جذر	مثقف
المثقلتين	جذر	مثقل
المثل	جذر	مثل
المثلثات	جذر	مثلث
المثيرة	جذر	مثير
المجازفة	جذر	مجازف;مجازفة
المجال	جذر	مجال
المجاهدين	جذر	مجاهد
المجاورة	جذر	مجاورة;مجاور
المجتمع	جذر	مجتمع
المجحفة	جذر	مجحف
المجردة	جذر	مجرد
المجرم	جذر	مجرم
المجموع	جذر	مجموع
المجندين	جذر	مجند
المجهول	جذر	مجهول
المجيد	جذر	مجيد
المحادثة	جذر	محادثة;محادث
المحاصر	جذر	محاصر
المحاضر	جذر	محاضر
المحافظ	جذر	محافظ
المحافل	جذر	محافل
المحاكمة	جذر	محاكمة;محاكم
المحامون	جذر	محامي
المحاولات	جذر	محاول;محاولة
المحبة	جذر	محب;محبة
المحتشم	جذر	محتشم
المحتلة	جذر	محتل
المحتمل	جذر	محتمل
المحرضين	جذر	محرض
المحرك	جذر	محرك
المحرومين	جذر	محروم
المحطات	جذر	محط;محطة
المحظوظ	جذر	محظوظ
المحققين	جذر	محقق
المحك	جذر	لمح;محك
المحللون	جذر	محلل
المحلي	جذر	محلي;محل;محلة
المحلية	جذر	محلية;محل;محلة;محلي
المحليون	جذر	محلي
المحمولة	جذر	محمول
المحنة	جذر	محن;محنة
المحورية	جذر	محوري;محور
المخابرات	جذر	مخابرة
المختصة	جذر	مختص
المختطفين	جذر	مختطف
المختلطة	جذر	مختلط
المختلفة	جذر	مختلف
المخزية	جذر	مخزي;مخزية
المخل	جذر	مخل
المخيمات	جذر	مخيم
المدارس	جذر	مدارس
المداهنة	جذر	مداهن;مداهنة
المدرب	جذر	مدرب
المدرسة	جذر	مدرس;مدرسة
المدرسي	جذر	مدرس;مدرسة;مدرسي
المدعوم	جذر	مدعوم
المدن	جذر	مدن
المدني	جذر	مدني;مدن
المدنيين	جذر	مدني
المدونات	جذر	مدون;مدونة
المدونين	جذر	مدون
المديح	جذر	مديح
المدينة	جذر	مدين;مدينة
المذكورين	جذر	مذكور
المذهل	جذر	مذهل
المرأة	جذر	المرأة
المراحل	جذر	مراحل
المرافقات	جذر	مرافق;مرافقة
المراقبين	جذر	مراقب
المراهقات	جذر	مراهقة;مراهق
المراهقين	جذر	مراهق
المرة	جذر	مرة;مر
المرتبة	جذر	مرتب;مرتبة
المرحلة	جذر	مرحلة
المرشح	جذر	مرشح
المرض	جذر	مرض
المرعبة	جذر	مرعب
المركبات	جذر	مركبة;مركبات;مركب
المركز	جذر	مركز
المرور	جذر	مرور
المزاريب	جذر	مزاريب
المزج	جذر	مزج
المزعوم	جذر	مزعوم
المزيد	جذر	مزيد
المسألة	جذر	مسألة
المسؤول	جذر	مسؤول
المسؤولية	جذر	مسؤول;مسؤولية
المسائل	جذر	مسائل
المساجد	جذر	مساجد
المساحة	جذر	مساحة;مساح
المسار	جذر	مسار
المسافة	جذر	مسافة
المساهمة	جذر	مساهمة;مساهم
المسبقة	جذر	مسبق
المستديرة	جذر	مستدير
المستشار	جذر	مستشار
