word	root	stem	lemma
منقسمات	قسم	منقسم	منقسم
معطياتهم	عطي	معطي;معطى;معطيات	معطي;معطى;معطيات
خالق	خلق	خالق	خالق
قررت	قرر	قر	قر
جافي	جفو	جافى	جافى
المشكلات	شكل	مشكل	مشكل
ستدلون	دلو;ودل	ودل;دلا;أدلى	ودل;دلا;أدلى
اعتزالهم	عزل	اعتزال	اعتزال
كساه	وكس;كسو;سهو	وكس;كسا;ساهي	وكس;كسا;ساهي
فتفرق	فرق	فرق	فرق
سيرابطون	ربط	رابط	رابط
والمهندس	هندس	مهندس	مهندس
وصال	وصل;صول	وصال;صال	وصال;صال
والمناطق	نطق	مناطق	مناطق
مترجم	ترجم	مترجم	مترجم
المراجعون	رجع	مراجع	مراجع
يصحبا	صحب	صحب;أصحب	صحب;أصحب
بأعمالهم	عمل	أعمال	أعمال
بالمرتبة	رتب	مرتبة	مرتبة
انفرق	فرق	انفرق	انفرق
سيخلعن	خلع	خلع	خلع
اعتبروها	عبر	اعتبر	اعتبر
إصرار	صرر	إصرار	إصرار
شكوى	شكو	شكوى	شكوى
بعثرت	بعثر	بعثر	بعثر
روابطهم	ربط	روابط	روابط
يتبلور	بلور	تبلور	تبلور
همهمات	همهم	همهم;همهمة	همهم;همهمة
مترادفان	ردف	مترادف	مترادف
الملتوية	لوي	ملتوي;ملتوى	ملتوي;ملتوى
خراطيم	خرطم	خراطيم	خراطيم
المساحات	مسح	مساحة	مساحة
نشاطاتهم	نشط	نشاط	نشاط
ممنوعة	منع	ممنوع	ممنوع
والأتربة	ترب	أتربة	أتربة
والمعيشة	عيش	معيشة	معيشة
المدارس	درس	مدارس	مدارس
أوردة	ورد	وردة;أوردة;ورد	وردة;أوردة;ورد
أغذ	غذو	غذا	غذا
يبحثون	بحث	بحث	بحث
تذهبون	ذهب	أذهب;ذهب	أذهب;ذهب
المعتقلين	عقل	معتقل	معتقل
والمخلوقات	خلق	مخلوق	مخلوق
لاستخدامات	خدم	استخدام	استخدام
تعرفان	عرف	عرف	عرف
مثيلاتها	مثل	مثيل	مثيل
سيعيق	عوق;عيق	أعاق;عاق	أعاق;عاق
تستمع	سمع	استمع	استمع
مستبدلات	بدل	مستبدل	مستبدل
المحتملة	حمل	محتمل	محتمل
المقيمين	قوم	مقيم	مقيم
ساجدان	سجد	ساجد	ساجد
إعاقتين	عوق	إعاقة	إعاقة
يرجعن	رجع	أرجع;رجع	أرجع;رجع
يوسوسن	وسوس	وسوس	وسوس
سيواصلون	وصل	واصل	واصل
المساحة	مسح	مساحة	مساحة
مكتبة	كتب	مكتبة;مكتب	مكتبة;مكتب
نكتب	كتب	أكتب;كتب	أكتب;كتب
مشرب	شرب	مشرب	مشرب
دوائر	دور	دوائر	دوائر
ملتبسات	لبس	ملتبس	ملتبس
قائمة	قوم	قائمة;قائم	قائمة;قائم
والمزرعة	زرع	مزرعة	مزرعة
الماهن	مهن	ماهن	ماهن
تباينات	بين	تباين	تباين
طيران	طير	طيران;طير	طيران;طير
الاهتمام	همم	اهتمام	اهتمام
أعقد	عقد	أعقد;عقد	أعقد;عقد
فاحتاج	حوج	احتاج	احتاج
حفلات	حفل	حفل;حفلة	حفل;حفلة
مواهبهم	وهب	مواهب	مواهب
فركع	ركع	ركع	ركع
المخلوقين	خلق	مخلوق	مخلوق
حملن	حمل	حمل	حمل
واستعراض	عرض	استعراض	استعراض
سيرتبطون	ربط	ارتبط	ارتبط
لشراكتها	شرك	شراك	شراك
فاركع	ركع	ركع	ركع
فنذكر	ذكر	ذكر	ذكر
يتدحرج	دحرج	تدحرج	تدحرج
متجادلات	جدل	متجادل	متجادل
وإمكانياته	مكن	إمكان	إمكان
يتبلورن	بلور	تبلور	تبلور
أطلي	طلو;طلي	طلى;طلي;طلا	طلى;طلي;طلا
رخاء	رخو	رخاء	رخاء
يحظر	حظر	حظر	حظر
والمستمعون	سمع	مستمع	مستمع
والاخترقات	خرق	اخترق	اخترق
والعربة	عرب	عرب;عربة	عرب;عربة
وقيعه	وقع	وقيع	وقيع
المنحدرة	حدر	منحدر	منحدر
متروك	متر;ترك	متروك;متر	متروك;متر
موافقتهم	وفق	موافقة;موافق	موافقة;موافق
تسيطر	سيطر	تسيطر;سيطر	تسيطر;سيطر
المسؤولين	سءل	مسؤول	مسؤول
العلاقات	علق	علاقة	علاقة
والمرشدتان	رشد	مرشد	مرشد
القطاعين	قطع	قطاع	قطاع
اهتمامهم	همم	اهتمام	اهتمام
بالكامل	كمل	كامل	كامل
معتقداتهم	عقد	معتقد	معتقد
استشفى	شفي	استشفى	استشفى
للانتقادات	نقد	انتقاد	انتقاد
المنعكس	عكس	منعكس	منعكس
خنادق	خندق	خنادق	خنادق
المتجادلات	جدل	متجادل	متجادل
برهان	رهن;برهن	برهان;رهان	برهان;رهان
المعارف	عرف	معارف	معارف
المنية	مني	منى;مني;منية	منى;مني;منية
والمعلنون	علن	معلن	معلن
والانهماك	همك	انهماك	انهماك
درسيهما	درس	درسة;درس	درسة;درس
سيدل	دلل	دلل	دلل
فيندب	ندب	أندب;ندب	أندب;ندب
أديرة	دور،دير;دور	ديرة;أديرة;دير	ديرة;أديرة;دير
الاكتفاء	كفي	اكتفاء	اكتفاء
اهتمامها	همم	اهتمام	اهتمام
العازمين	عزم	عازم	عازم
فينقص	نقص;قصص	أنقص;نقص	أنقص;نقص
الوظائف	وظف	وظائف	وظائف
سيسمعون	سمع	أسمع;سمع	أسمع;سمع
سجدن	سجد	سجد	سجد
فيكبر	كبر	كبر;أكبر	كبر;أكبر
سيرتبطان	ربط	ارتبط	ارتبط
بالخدمات	خدم	خدمة	خدمة
ستدلهم	ودل	ودل	ودل
وتعديلها	عدل	تعديل	تعديل
ستدلهن	دله	دله	دله
ستائر	ستر	ستائر	ستائر
اختراقات	خرق	اختراق	اختراق
الأحاديث	حدث	أحاديث	أحاديث
يستخدمن	خدم	استخدم	استخدم
هاتف	هتف	هاتف	هاتف
موجودات	وجد	موجود	موجود
محال	محل	محال	محال
الاستفسارات	فسر	استفسار	استفسار
المسافرتان	سفر	مسافر	مسافر
إعاقتهم	عوق	إعاقة	إعاقة
وتحذيرها	حذر	تحذير	تحذير
الإرهاب	رهب	إرهاب	إرهاب
الأسواق	سوق	أسواق	أسواق
لسان	لسن	لسان	لسان
والمفاوضات	فوض	مفاوض;مفاوضة	مفاوض;مفاوضة
سيدلون	دلو;ودل	ودل;دلا;أدلى	ودل;دلا;أدلى
مرتبطان	ربط	مرتبط	مرتبط
ديدان	دود	ديدان	ديدان
تزلزلها	زلزل	زلزل;تزلزل	زلزل;تزلزل
مستوياتها	سوي	مستوي;مستوى	مستوي;مستوى
بأبعادها	بعد	أبعاد	أبعاد
والمصدران	صدر	مصدر	مصدر
استحقاقاتهم	حقق	استحقاق	استحقاق
للأساطير	سطر	أساطير	أساطير
مسائل	سءل	مسائل	مسائل
لتعيين	عيي;عين	عي;أعيا;تعيين	عي;أعيا;تعيين
تدريبه	درب	تدريب	تدريب
لتطبيقات	طبق	تطبيق	تطبيق
تزوران	زور	زور;زار	زور;زار
خفقان	خفق	خفقان	خفقان
بإمكانهم	مكن	إمكان	إمكان
رخصة	رخص	رخص;رخصة	رخص;رخصة
ومستخدميه	خدم	مستخدم	مستخدم
الانتخابات	نخب	انتخاب	انتخاب
المختلق	خلق	مختلق	مختلق
مخلوق	خلق	مخلوق	مخلوق
بدلاء	دلو;بدل	بدلاء;دلاء	بدلاء;دلاء
فيجري	جري	جرى;أجرى	جرى;أجرى
الجدل	جدل	جدل	جدل
وباحثين	بحث	باحث	باحث
ميراث	ورث	ميراث	ميراث
والإعلام	علم	إعلام	إعلام
والإعلان	علن	إعلان	إعلان
غرائب	غرب	غرائب	غرائب
مجيد	جود;مجد	مجيد	مجيد
والمراهقين	رهق	مراهق	مراهق
ومزرعتان	زرع	مزرعة	مزرعة
توحد	وحد	أوحد;وحد	أوحد;وحد
ملهمون	لهم	ملهم	ملهم
زعفران	زعفر	زعفران	زعفران
المصافحة	صفح	مصافح;مصافحة	مصافح;مصافحة
وتطويرها	طور	تطوير	تطوير
مخلوع	خلع	مخلوع	مخلوع
مكتشفين	كشف	مكتشف	مكتشف
والأربعين	ربع	أربع	أربع
يسبحون	سبح	أسبح;سبح	أسبح;سبح
عناوينهم	عنن	عناوين	عناوين
معرب	عرب	معرب	معرب
العوامل	عمل	عوامل	عوامل
والمصدرون	صدر	مصدر	مصدر
منشغل	شغل	منشغل	منشغل
قوانينهم	قنن	قوانين	قوانين
سترسل	رسل	أرسل;رسل	أرسل;رسل
مديون	دين	مديون	مديون
فاستعذ	عوذ	استعاذ	استعاذ
مسجد	سجد	مسجد	مسجد
جنسيات	جنس	جنس	جنس
حياكة	حوك	حياكة	حياكة
للبيانات	بين	بيان	بيان
والعناوين	عنن	عناوين	عناوين
تحليلاتهم	حلل	تحليل	تحليل
حساباتهم	حسب	حساب	حساب
أمورهم	مصل	أمور	أمور
المرتحلات	رحل	مرتحل	مرتحل
مواعظ	وعظ	مواعظ	مواعظ
المرشدان	رشد	مرشد	مرشد
الموثوقة	وثق	موثوق	موثوق
للمستخدمين	خدم	مستخدم	مستخدم
إصدارين	صدر	إصدار	إصدار
يملك	ميل;ملك;ملو;مول	أمال;ملك;أملك;أملى;مال	أمال;ملك;أملك;أملى;مال
والمكتشفة	كشف	مكتشف	مكتشف
سيدرسن	درس	درس	درس
بالهواتف	هتف	هواتف	هواتف
والمدارس	درس	مدارس	مدارس
هدفنا	هدف	هدف	هدف
خبرني	خبر	خبر	خبر
محسنة	حسن	محسن	محسن
ضاحت	ضوح;ضيح	ضاح	ضاح
أفرجت	فرج;روج;رجو	أفرج;فرج;راج;رجا	أفرج;فرج;راج;رجا
إيجابيات	وجب	إيجاب	إيجاب
أمراء	مري;ءمر	مراء;أمراء	مراء;أمراء
تستبدلهم	بدل	استبدل	استبدل
عقدت	عقد	عقد	عقد
مستويات	سوي	مستوي;مستوى	مستوي;مستوى
الاختيار	خير	اختيار	اختيار
عقائدي	عقد	عقائد	عقائد
اقتحموها	قحم	اقتحم	اقتحم
وتصاعدت	صعد	تصاعد	تصاعد
والمجاهدان	جهد	مجاهد	مجاهد
يرجع	رجع	أرجع;رجع	أرجع;رجع
مخلوعة	خلع	مخلوع	مخلوع
ترشد	رشد	رشد;أرشد	رشد;أرشد
بحران	بحر	بحر	بحر
طغيان	طغي	طغيان	طغيان
فيعلم	علم	علم;أعلم	علم;أعلم
تعرفين	عرف	عرف	عرف
والمواقع	وقع	مواقع	مواقع
تعليمات	علم	تعليمات;تعليم	تعليمات;تعليم
فتحير	حير;حور	أحار;حير	أحار;حير
راحلين	رحل	راحل	راحل
المدرجين	درج	مدرج	مدرج
الإحصائيات	حصي	إحصائي;إحصاء	إحصائي;إحصاء
والفاقدون	فقد	فاقد	فاقد
زلزلة	زلزل	زلزلة	زلزلة
متانة	متن	متان;متانة	متان;متانة
تطبيقاته	طبق	تطبيق	تطبيق
يصلونهم	صلي;وصل;صلو	صلي;وصل;صلى;أصلى;صلا	صلي;وصل;صلى;أصلى;صلا
يسيطرن	سيطر	سيطر	سيطر
وتهديدات	هدد	تهديد	تهديد
زلزال	زلزل	زلزال	زلزال
كهنوت	كهن	كهنوت	كهنوت
مرفرف	رفرف	مرفرف	مرفرف
تتركان	ترك	ترك	ترك
سنزرع	زرع	زرع	زرع
واستخدموا	خدم	استخدم	استخدم
الأسهم	سهم	أسهم	أسهم
ويشتركان	شرك	اشترك	اشترك
تجاهدن	جهد	جاهد	جاهد
إسقاط	سقط	إسقاط	إسقاط
مرارة	مرر	مرار;مرارة	مرار;مرارة
مواطن	وطن	مواطن	مواطن
والقادرة	قدر	قادر	قادر
تجمعن	جمع	جمع;أجمع	جمع;أجمع
بالحاسوب	حسب	حاسوب	حاسوب
شهوة	شهو	شهوة	شهوة
والمبرمجون	برمج	مبرمج	مبرمج
لمعلومات	علم	معلوم	معلوم
تعليم	علم	تعليم	تعليم
الكفاية	كفي	كفاية	كفاية
حوارات	حور	حوار	حوار
المرتبطين	ربط	مرتبط	مرتبط
ستتركين	ترك	ترك	ترك
أملاك	ملك;ملو;ءمل	أمل;أملى;أملاك;ملاك	أمل;أملى;أملاك;ملاك
وباحثتان	بحث	باحث	باحث
والاعتماد	عمد	اعتماد	اعتماد
تجادلون	جدل	جادل	جادل
تجمعون	جمع	جمع;أجمع	جمع;أجمع
العصابات	عصب	عصابة;عصاب	عصابة;عصاب
عارف	عرف	عارف	عارف
المسابقة	سبق	مسابق;مسابقة	مسابق;مسابقة
منشغلتين	شغل	منشغل	منشغل
ومستخدمي	خدم	مستخدم	مستخدم
لمستخدمي	خدم	مستخدم	مستخدم
مستأنفون	ءنف	مستأنف	مستأنف
ومنافسون	نفس	منافس	منافس
مضافة	ضيف	مضاف	مضاف
مضاهاة	ضهي	مضاهاة	مضاهاة
سنعيقهم	عوق;عيق	أعاق;عاق	أعاق;عاق
مشهور	شهر	مشهور	مشهور
مهران	مهر	مهر	مهر
سيوفر	وفر	وفر;أوفر	وفر;أوفر
سيحملون	حمل	حمل	حمل
يرشدن	رشد	رشد;أرشد	رشد;أرشد
للإنسان	ءنس	إنس;إنسان	إنس;إنسان
نيابيه	نيب	نيابة	نيابة
والمجاهدون	جهد	مجاهد	مجاهد
حصون	حصن	حصون;حصا	حصون;حصا
جامعة	جمع	جامع;جامعة	جامع;جامعة
عراء	عري	عراء	عراء
سخاء	سخو	سخاء	سخاء
أصباغ	صبغ	صباغ;أصباغ	صباغ;أصباغ
والعاملين	عمل	عامل	عامل
مسافرات	سفر	مسافر	مسافر
خفايا	خفي	خفايا	خفايا
سلوان	سلو	سلوان	سلوان
قصص	قصص	قصص	قصص
والعاملان	عمل	عامل	عامل
فيفسد	فسد	أفسد;فسد	أفسد;فسد
وقناعاتهم	قنع	قناع;قناعة	قناع;قناعة
مؤونة	مءن	مؤونة	مؤونة
عرباته	عرب	عرب;عربة	عرب;عربة
الفراعنة	فرعن	فراعنة	فراعنة
كأبة	كءب	أب	أب
باستنباط	نبط	استنباط	استنباط
مسافران	سفر	مسافر	مسافر
دموع	دمع	دموع	دموع
مرابطات	ربط	مرابط	مرابط
صبيان	صبو	صبيان	صبيان
مشاهدوها	شهد	مشاهد	مشاهد
فتشهد	شهد	أشهد;شهد	أشهد;شهد
المرشدة	رشد	مرشد	مرشد
مجزرة	جزر	مجزر	مجزر
فيسبح	سبح	أسبح;سبح	أسبح;سبح
ومتلاحقة	لحق	متلاحق	متلاحق
جائز	جوز	جائز	جائز
والعاملات	عمل	عامل	عامل
أموات	موت	موات;أموات	موات;أموات
الأمني	لءم	لأم	لأم
ضحكات	ضحك	ضحك;ضحكة	ضحك;ضحكة
تابعات	تبع	تابع	تابع
ومتابعتها	تبع	متابع;متابعة	متابع;متابعة
والهيئات	هيء	هيئة	هيئة
دوحات	دوح	دوح;دوحة	دوح;دوحة
مسابقتين	سبق	مسابق;مسابقة	مسابق;مسابقة
ائتلق	ءلق	ائتلق	ائتلق
شريحة	شرح	شريح	شريح
والأبعاد	بعد	أبعاد	أبعاد
المركزين	ركز	مركز	مركز
سأعرفكم	عرف	عرف	عرف
تحقيق	حقق	تحقيق	تحقيق
للباحثين	بحث	باحث	باحث
يجاهدن	جهد	جاهد	جاهد
غباء	غبي	غباء	غباء
المالكين	ملك	مالك	مالك
الاختصار	خصر	اختصار	اختصار
ومطالبات	طلب	مطالب;مطالبة	مطالب;مطالبة
الواجهات	وجه	واجهة	واجهة
منتصر	نصر	منتصر	منتصر
تبدل	بدل	بدل;أبدل	بدل;أبدل
المزادات	زيد;زود	مزادة;مزاد	مزادة;مزاد
تنشغل	شغل	انشغل	انشغل
الاعتقال	عقل	اعتقال	اعتقال
سيحفرون	حفر	حفر	حفر
انكمش	كمش	انكمش	انكمش
العبارات	عبر	عبارة	عبارة
توسوسن	وسوس	وسوس	وسوس
وعاداتهم	عود	عادة	عادة
والأدوار	دور	أدوار	أدوار
والمدرسة	درس	مدرسة	مدرسة
تصلان	وصل	وصل	وصل
ترجعوهم	رجع	أرجع;رجع	أرجع;رجع
سيحسنونكم	حسن	أحسن	أحسن
المرسلين	رسل	مرسل	مرسل
عيشا	عيش	عيش	عيش
لاستطلاع	طلع	استطلاع	استطلاع
عيشة	عيش	عيشة;عيش	عيشة;عيش
مخلوقان	خلق	مخلوق	مخلوق
بإعلانات	علن	إعلان	إعلان
يعلمان	علم	علم;أعلم	علم;أعلم
مبتدأ	بدء	مبتدأ	مبتدأ
العارفتين	عرف	عارف	عارف
فاعتكف	عكف	اعتكف	اعتكف
رشوة	رشو	رشوة	رشوة
وإدارتها	دور	إدارة	إدارة
يرتبطون	ربط	ارتبط	ارتبط
والمرابحات	ربح	مرابحة	مرابحة
والمحرومة	حرم	محروم	محروم
مخلوقين	خلق	مخلوق	مخلوق
بالأعضاء	عضو	أعضاء	أعضاء
لمصادرها	صدر	مصادر	مصادر
منايا	مني	منايا	منايا
مخلوقات	خلق	مخلوق	مخلوق
ويكتبون	كتب	أكتب;كتب	أكتب;كتب
والأجهزة	جهز	أجهزة	أجهزة
ينتفضن	نفض	انتفض	انتفض
بمغازلته	غزل	مغازلة;مغازل	مغازلة;مغازل
بتمكين	مكن	تمكين	تمكين
والمطلوبتان	طلب	مطلوب	مطلوب
ومنشآتها	نشء	منشآت;منشأ;منشأة	منشآت;منشأ;منشأة
والمرابطات	ربط	مرابط	مرابط
للانخراط	خرط	انخراط	انخراط
مجاهدين	جهد	مجاهد	مجاهد
والمعلمين	علم	معلم	معلم
احتياجات	حوج	احتياج	احتياج
دارسات	درس	دارس	دارس
الحواسيب	حسب	حواسيب	حواسيب
تلبس	لبس	ألبس;لبس	ألبس;لبس
الإفراج	فرج	إفراج	إفراج
الاعتقاد	عقد	اعتقاد	اعتقاد
الاحتجاز	حجز	احتجاز	احتجاز
والغليان	غلي	غليان;غلي	غليان;غلي
خاص	خوص;خيص	خاص	خاص
المكتوبة	كتب	مكتوب	مكتوب
مائدة	ميد	مائد;مائدة	مائد;مائدة
والمجاهدات	جهد	مجاهد;مجاهدة	مجاهد;مجاهدة
وزراء	وزر	وزراء	وزراء
والإحصائيات	حصي	إحصائي;إحصاء	إحصائي;إحصاء
سماعتين	سمع	سماع	سماع
عسكري	عسكر	عسكر	عسكر
ظاهرة	ظهر	ظاهرة;ظاهر	ظاهرة;ظاهر
والمرتبطين	ربط	مرتبط	مرتبط
الأملاك	ملك	أملاك	أملاك
والإعداد	عدد	إعداد	إعداد
حواسيب	حسب	حواسيب	حواسيب
فداء	دوء;فدي	فداء;داء	فداء;داء
وهاب	هيب	هاب	هاب
بالإعلانات	علن	إعلان	إعلان
والعارفة	عرف	عارف	عارف
مصدرين	صدر	مصدر	مصدر
والمطاعم	طعم	مطاعم	مطاعم
بالأوامر	ءمر	أوامر	أوامر
والحاجات	حوج	حاجة	حاجة
تعليمكم	علم	تعليم	تعليم
مراجعتين	رجع	مراجع;مراجعة	مراجع;مراجعة
فقدانهم	فقد	فقدان	فقدان
والاختناقات	خنق	اختناق	اختناق
الاعتمادات	عمد	اعتماد	اعتماد
وسيسعى	سعي	سعى	سعى
صناعة	صنع	صناعة	صناعة
الأقراص	قرص	أقراص	أقراص
عرفن	عرف	عرف	عرف
تحركوا	حرك	حرك	حرك
فضائل	فضل;ضءل	ضاءل;فضائل	ضاءل;فضائل
فاقدين	قدو;قدي;فقد	قدى;قدي;فاقد	قدى;قدي;فاقد
ستخلق	خلق	خلق	خلق
اصروا	صرو;صري	صرى;صري;صرا	صرى;صري;صرا
لمكافحة	كفح	مكافحة;مكافح	مكافحة;مكافح
فاستحيى	حيي	استحيى	استحيى
ينزلق	زلق	انزلق	انزلق
تحالفهما	حلف	حالف;تحالف	حالف;تحالف
يجري	جري	جرى;أجرى	جرى;أجرى
والمعرفة	عرف	معرفة	معرفة
الكسر	كسر	كسر	كسر
فضائح	فضح	فضائح	فضائح
والمتراكمة	ركم	متراكم	متراكم
تدلون	دلو;ودل	ودل;دلا;أدلى	ودل;دلا;أدلى
مشاركتها	شرك	مشاركة;مشارك	مشاركة;مشارك
مكتشفتان	كشف	مكتشف	مكتشف
المختصر	خصر	مختصر	مختصر
ملكتا	ملك	ملك	ملك
وباستبدال	بدل	استبدال	استبدال
يطلب	طلب	طلب	طلب
أمسيات	ءمس	أمس	أمس
فيعتبر	عبر	اعتبر	اعتبر
هيهات		هيهات	هيهات
المحتوية	حوي	محتوى	محتوى
المشرب	شرب	مشرب	مشرب
والقرارات	قرر	قرارة;قرار	قرارة;قرار
الباقون	بقي	باقي	باقي
ينفذون	نفذ	أنفذ;نفذ	أنفذ;نفذ
خلعهم	خلع	خلع	خلع
القائلين	قيل;قول	قائل	قائل
المساهمة	سهم	مساهمة;مساهم	مساهمة;مساهم
العارفة	عرف	عارف	عارف
وميض	ومض	وميض	وميض
صائغات	صوغ	صائغ	صائغ
للمفردات	فرد	مفرد	مفرد
لإقامة	قوم	إقامة	إقامة
البارزين	برز	بارز	بارز
فيغسل	غسل	غسل	غسل
والحصول	حصل	حصول	حصول
حرمان	حرم	حرم;حرمان	حرم;حرمان
مرتحلات	رحل	مرتحل	مرتحل
مشترون	شري	مشتري	مشتري
والمكتشف	كشف	مكتشف	مكتشف
حاسباتها	حسب	حاسب	حاسب
كاشف	كشف	كاشف	كاشف
بالبرمجة	برمج	برمجة	برمجة
والأحزاب	حزب	أحزاب	أحزاب
حكوماتها	حكم	حكومة	حكومة
الماسحات	مسح	ماسح	ماسح
المترابط	ربط	مترابط	مترابط
تذكرون	ذكر	ذكر	ذكر
تكتبان	كتب	أكتب;كتب	أكتب;كتب
يغفران	غفر	غفر	غفر
بالحداثة	حدث	حداث;حداثة	حداث;حداثة
ومناصريه	نصر	مناصرة;مناصر	مناصرة;مناصر
وجود	جود;وجد;جيد	جود;وجود	جود;وجود
بالانصات	نصت	انصات	انصات
سترسلان	رسل	أرسل;رسل	أرسل;رسل
فتذكر	ذكر	ذكر	ذكر
دواء	دوي	دواء	دواء
يكفيك	كفي	كفى	كفى
مداخلتهم	دخل	مداخلة	مداخلة
سيدرسون	درس	درس	درس
ترابطون	ربط	رابط	رابط
المطلوبان	طلب	مطلوب	مطلوب
بالاستفادة	فود	استفادة	استفادة
يصحب	صحب	صحب;أصحب	صحب;أصحب
والمنشغلة	شغل	منشغل	منشغل
المدرسة	درس	مدرسة	مدرسة
بيضاء	بيض	بيضاء	بيضاء
الاجتماعات	جمع	اجتماع	اجتماع
فاقعد	قعد	قعد	قعد
القادمين	قدم	قادم	قادم
تغفرون	غفر	غفر	غفر
اختراقها	خرق	اختراق	اختراق
عمليات	عمل	عمل;عملة	عمل;عملة
استئذان	ءذن	استئذان	استئذان
بالإجابة	جوب	إجابة	إجابة
الإجابات	جوب	إجابة	إجابة
فتبقى	بقو;بقي	بقا;بقى;أبقى;بقي	بقا;بقى;أبقى;بقي
الولايات	ولي	ولاية	ولاية
وإطلاق	طلق	إطلاق	إطلاق
يرابطون	ربط	رابط	رابط
صواريخ	صرخ	صواريخ	صواريخ
توسوس	وسوس	وسوس	وسوس
للمبيدات	بيد	مبيد	مبيد
مشغولة	شغل	مشغول	مشغول
دهاء	دهي	دهاء	دهاء
واردة	ورد	وارد	وارد
ولإقناعهم	قنع	إقناع	إقناع
ومحاولات	حول	محاول;محاولة	محاول;محاولة
الكلامات	كلم	كلام	كلام
يدل	دلو;دول;ودل	دال;ودل;دلا;أدلى	دال;ودل;دلا;أدلى
تفيض	فيض	فاض;أفاض	فاض;أفاض
مرتحلين	رحل	مرتحل	مرتحل
للانهيار	هور	انهيار	انهيار
فبعض	بعض	بعض	بعض
المفاتيح	فتح	مفاتيح	مفاتيح
مراجعتان	رجع	مراجع;مراجعة	مراجع;مراجعة
وسيع	سيع	سيع	سيع
ذاكرة	ذكر	ذاكرة;ذاكر	ذاكرة;ذاكر
مصرعها	صرع	مصرع	مصرع
والعامل	عمل	عامل	عامل
انضخ	نضخ	نضخ	نضخ
لاستقطاب	قطب	استقطاب	استقطاب
لأرواحهم	روح	أرواح	أرواح
البائعات	بيع	بائع	بائع
والمقاهي	قهو	مقاهي	مقاهي
سيشرب	شرب	شرب;أشرب	شرب;أشرب
والعملات	عمل	عمل;عملة	عمل;عملة
والمزرعتان	زرع	مزرعة	مزرعة
الحجر	حجر	حجر	حجر
دوال	دلي	دوالي	دوالي
دوام	دمي;دوم	دوامي;دوام	دوامي;دوام
والمسجد	سجد	مسجد	مسجد
تمركز	ركز	مركز;تمركز	مركز;تمركز
ناقلة	نقل	ناقل	ناقل
بالإصدارات	صدر	إصدار	إصدار
يحملان	حمل	حمل	حمل
يحرك	حرك;حري;حور	حرى;حار;أحار;حرك	حرى;حار;أحار;حرك
ومزارعات	زرع	مزارع	مزارع
أعمالهم	عمل	أعمال	أعمال
يتواجدن	وجد	تواجد	تواجد
معاملات	عمل	معاملة;معامل	معاملة;معامل
استفادتك	فود	استفادة	استفادة
استراح	روح	استراح	استراح
جامعات	جمع	جامع;جامعة	جامع;جامعة
سالفة	سلف	سالف	سالف
سراة	سري;سرو	سراة	سراة
المنقبون	نقب	منقب	منقب
والاهتمامات	همم	اهتمام	اهتمام
تارك	ترك	تارك	تارك
المعروضة	عرض	معروض	معروض
المنكسر	كسر	منكسر	منكسر
بناء	بني	بناء	بناء
تذكرتان	ذكر	تذكرة	تذكرة
فجاز	جزي;جوز	جاز;جازى	جاز;جازى
ورثه	ورث	ورث	ورث
والمسألة	سءل	مسألة	مسألة
سينشغلان	شغل	انشغل	انشغل
ستعيق	عوق;عيق	أعاق;عاق	أعاق;عاق
لمكتبتها	كتب	مكتبة;مكتب	مكتبة;مكتب
سينقل	نقل	أنقل;نقل	أنقل;نقل
بإصابتها	صوب	إصابة	إصابة
الاقتصاد	قصد	اقتصاد	اقتصاد
وسيم	سوم;وسم	وسيم;سام	وسيم;سام
استثنينا	ثني	استثنى	استثنى
منعت	نعت;منع	منعت;منع	منعت;منع
تسجد	سجد	سجد	سجد
محاسبات	حسب	محاسب;محاسبة	محاسب;محاسبة
ستوفر	وفر	وفر;أوفر	وفر;أوفر
معالجتها	علج	معالجة;معالج	معالجة;معالج
العناوين	عنن	عناوين	عناوين
بالأمثلة	مثل	أمثل;أمثلة	أمثل;أمثلة
الإصداران	صدر	إصدار	إصدار
يسعلون	سعل	سعل	سعل
تنقلون	نقل	أنقل;نقل	أنقل;نقل
تماسك	مسك	تماسك	تماسك
المختلقين	خلق	مختلق	مختلق
لاستخدام	خدم	استخدام	استخدام
والوسائل	وسل	وسائل	وسائل
بالموضوعات	وضع	موضوعة;موضوع	موضوعة;موضوع
فاستدار	دور	استدار	استدار
والمنقولة	نقل	منقول	منقول
حافظ	حفظ	حافظ	حافظ
المتلاعب	لعب	متلاعب	متلاعب
ريعان	ريع	ريعان;ريع	ريعان;ريع
الاحتفاظ	حفظ	احتفاظ	احتفاظ
الفيزياء	فيز	فيزياء	فيزياء
وتكتبون	كتب	أكتب;كتب	أكتب;كتب
والاستفادة	فود	استفادة	استفادة
بالأشخاص	شخص	أشخاص	أشخاص
بالمملكة	ملك	مملك;مملكة	مملك;مملكة
بانتقادات	نقد	انتقاد	انتقاد
ينقلون	نقل	أنقل;نقل	أنقل;نقل
جماهيري	جمهر	جماهير	جماهير
الوساطة	وسط	وساطة	وساطة
مخرجاتها	خرج	مخرج	مخرج
لاستثمار	ثمر	استثمار	استثمار
درسوا	درس	درس	درس
ائتلاف	ءلف	ائتلاف	ائتلاف
معاداة	عدي	معاداة	معاداة
سيعرفون	عرف	عرف	عرف
سيحسنونهم	حسن	أحسن	أحسن
مبنية	بني	مبنى	مبنى
والاستفسارات	فسر	استفسار	استفسار
