word	root	lemma	stem
يستخفون	خفي	استخف	يستخف
تستخفونها	خفف	استخف	تستخف
يستخفنك	خفف	استخف	يستخف
فاستخف	خفف	استخف	استخف
ويستخلف	خلف	استخلف	يستخلف
ويستخلفكم	خلف	استخلف	يستخلف
ويستخلف	خلف	استخلف	يستخلف
ليستخلفنهم	خلف	استخلف	يستخلف
استخلف	خلف	استخلف	استخلف
يستذنك	ءذن	استذن	يستذن
فاستذنوك	ءذن	استذن	استذن
استذنك	ءذن	استذن	استذن
يستذنونك	ءذن	استذن	يستذن
ليستذنكم	ءذن	استذن	يستذن
فليستذنوا	ءذن	استذن	يستذن
استذن	ءذن	استذن	استذن
يستذنوه	ءذن	استذن	يستذن
استذنوك	ءذن	استذن	استذن
ويستذن	ءذن	استذن	يستذن
استرق	سرق	استرق	استرق
واسترهبوهم	رهب	استرهب	استرهب
استزلهم	زلل	استزل	استزل
استسقى	سقي	استسقى	استسقى
استسقىه	سقي	استسقى	استسقى
واستشهدوا	شهد	استشهد	استشهد
فاستشهدوا	شهد	استشهد	استشهد
استضعفوا	ضعف	استضعف	استضعف
يستضعفون	ضعف	استضعف	يستضعف
استضعفونى	ضعف	استضعف	استضعف
يستضعف	ضعف	استضعف	يستضعف
استطاعوا	طوع	استطاع	استطاع
يستطيعون	طوع	استطاع	يستطيع
يستطيع	طوع	استطاع	يستطيع
استطاع	طوع	استطاع	استطاع
يستطع	طوع	استطاع	يستطع
تستطيعوا	طوع	استطاع	تستطيع
استطعت	طوع	استطاع	استطع
استطعتم	طوع	استطاع	استطع
استطعنا	طوع	استطاع	استطع
استطعت	طوع	استطاع	استطع
تستطيع	طوع	استطاع	تستطيع
تستطع	طوع	استطاع	تستطع
تسطع	طوع	استطاع	تسطع
اسطاعوا	طوع	استطاع	اسطاع
تستطيعون	طوع	استطاع	تستطيع
استطعتم	طوع	استطاع	استطع
استطعما	طعم	استطعم	استطعم
استعجالهم	عجل	استعجال	استعجال
تستعجلون	عجل	استعجل	تستعجل
يستعجل	عجل	استعجل	يستعجل
ويستعجلونك	عجل	استعجل	يستعجل
تستعجلوه	عجل	استعجل	تستعجل
تستعجلون	عجل	استعجل	تستعجل
يستعجلون	عجل	استعجل	يستعجل
يستعجلونك	عجل	استعجل	يستعجل
استعجلتم	عجل	استعجل	استعجل
تستعجل	عجل	استعجل	تستعجل
يستعجلون	عجل	استعجل	يستعجل
فاستعذ	عوذ	استعذ	استعذ
فاستعصم	عصم	استعصم	استعصم
فليستعفف	عفف	استعفف	يستعفف
استعلى	علو	استعلى	استعلى
واستعمركم	عمر	استعمر	استعمر
نستعين	عون	استعان	نستعين
واستعينوا	عون	استعان	استعين
استعينوا	عون	استعان	استعين
تستغيثون	غوث	استغاث	تستغيث
يستغيثوا	غوث	استغاث	يستغيث
فاستغاثه	غوث	استغاث	استغاث
يستغيثان	غوث	استغاث	يستغيث
يستغشون	غشو	استغش	يستغش
واستغشوا	غشو	استغش	استغش
استغفار	غفر	استغفار	استغفار
واستغفروا	غفر	استغفر	استغفر
فاستغفروا	غفر	استغفر	استغفر
واستغفر	غفر	استغفر	استغفر
واستغفر	غفر	استغفر	استغفر
واستغفر	غفر	استغفر	استغفر
يستغفر	غفر	استغفر	يستغفر
ويستغفرونه	غفر	استغفر	يستغفر
يستغفرون	غفر	استغفر	يستغفر
استغفر	غفر	استغفر	استغفر
تستغفر	غفر	استغفر	تستغفر
يستغفروا	غفر	استغفر	يستغفر
استغفروا	غفر	استغفر	استغفر
فاستغفروه	غفر	استغفر	استغفر
واستغفرى	غفر	استغفر	استغفر
أستغفر	غفر	استغفر	أستغفر
ويستغفروا	غفر	استغفر	يستغفر
سأستغفر	غفر	استغفر	أستغفر
تستغفرون	غفر	استغفر	تستغفر
فاستغفر	غفر	استغفر	استغفر
ويستغفرون	غفر	استغفر	يستغفر
واستغفروه	غفر	استغفر	استغفر
فاستغفر	غفر	استغفر	استغفر
لأستغفرن	غفر	استغفر	أستغفر
يستغفر	غفر	استغفر	يستغفر
أستغفرت	غفر	استغفر	ستغفر
واستغفره	غفر	استغفر	استغفر
فاستغلظ	غلظ	استغلظ	استغلظ
واستغنى	غني	استغنى	استغنى
استغنى	غني	استغنى	استغنى
واستغنى	غني	استغنى	استغنى
يستفتحون	فتح	استفتح	يستفتح
تستفتحوا	فتح	استفتح	تستفتح
واستفتحوا	فتح	استفتح	استفتح
ويستفتونك	فتي	استفتى	يستفت
يستفتونك	فتي	استفتى	يستفت
استقاموا	قوم	استقام	استقام
فاستقيموا	قوم	استقام	استقيم
فاستقيما	قوم	استقام	استقيم
فاستقم	قوم	استقام	استقم
واستقم	قوم	استقام	استقم
يستقيم	قوم	استقام	يستقيم
استقر	قرر	استقر	استقر
استكانوا	كين	استكان	استكان
استكبارا	كبر	استكبار	استكبارا
واستكبر	كبر	استكبر	استكبر
استكبرتم	كبر	استكبر	استكبر
ويستكبر	كبر	استكبر	يستكبر
واستكبروا	كبر	استكبر	استكبر
يستكبرون	كبر	استكبر	يستكبر
تستكبرون	كبر	استكبر	تستكبر
استكبروا	كبر	استكبر	استكبر
فاستكبروا	كبر	استكبر	استكبر
استكبر	كبر	استكبر	استكبر
أستكبرت	كبر	استكبر	ستكبر
واستكبرت	كبر	استكبر	استكبر
فاستكبرتم	كبر	استكبر	استكبر
واستكبرتم	كبر	استكبر	استكبر
استكثرتم	كثر	استكثر	استكثر
لاستكثرت	كثر	استكثر	استكثر
تستكثر	كثر	استكثر	تستكثر
استمتعتم	متع	استمتع	استمتع
استمتع	متع	استمتع	استمتع
فاستمتعوا	متع	استمتع	استمتع
فاستمتعتم	متع	استمتع	استمتع
واستمتعتم	متع	استمتع	استمتع
استمسك	مسك	استمسك	استمسك
فاستمسك	مسك	استمسك	استمسك
يستمع	سمع	استمع	يستمع
فاستمعوا	سمع	استمع	استمع
يستمعون	سمع	استمع	يستمع
فاستمع	سمع	استمع	استمع
استمعوه	سمع	استمع	استمع
تستمعون	سمع	استمع	تستمع
واستمع	سمع	استمع	استمع
استمع	سمع	استمع	استمع
يستمع	سمع	استمع	يستمع
يستنبطونه	نبط	استنبط	يستنبط
استنصروكم	نصر	استنصر	استنصر
استنصره	نصر	استنصر	استنصر
يستنكف	نكف	استنكف	يستنكف
يستنكف	نكف	استنكف	يستنكف
استنكفوا	نكف	استنكف	استنكف
يستهزئ	هزء	استهزئ	يستهزئ
ويستهزأ	هزء	استهزئ	يستهزأ
يستهزءون	هزء	استهزئ	يستهزء
استهزئ	هزء	استهزئ	استهزئ
استهزءوا	هزء	استهزئ	استهزء
تستهزءون	هزء	استهزئ	تستهزء
استهوته	هوي	استهوت	استهوت
استوقد	وقد	استوقد	استوقد
استوى	سوي	استوى	استوى
يستوى	سوي	استوى	يستوى
يستون	سوي	استوى	يست
يستويان	سوي	استوى	يستوي
واستوت	سوي	استوى	استوت
تستوى	سوي	استوى	تستوى
استويت	سوي	استوى	استوي
واستوى	سوي	استوى	استوى
لتستوا	سوي	استوى	تستو
استويتم	سوي	استوى	استوي
فاستوى	سوي	استوى	استوى
استيسوا	يءس	استيس	استيس
استيس	يءس	استيس	استيس
استيسر	يسر	استيسر	استيسر
واستيقنتها	يقن	استيقنت	استيقنت
ليستيقن	يقن	استيقنت	يستيقن
بسم	سمو	اسم	سم
الأسماء	سمو	اسم	أسماء
بأسماء	سمو	اسم	أسماء
بأسمائهم	سمو	اسم	أسمائ
اسمه	سمو	اسم	اسم
اسم	سمو	اسم	اسم
اسم	سمو	اسم	اسم
أسماء	سمو	اسم	أسماء
الأسماء	سمو	اسم	أسماء
أسمائه	سمو	اسم	أسمائ
أسماء	سمو	اسم	أسماء
الاسم	سمو	اسم	اسم
أسماء	سمو	اسم	أسماء
باسم	سمو	اسم	اسم
وتسود	سود	اسودت	تسود
اسودت	سود	اسودت	اسودت
اشتدت	شدد	اشتدت	اشتدت
اشتروا	شري	اشترى	اشتر
تشتروا	شري	اشترى	تشتر
ليشتروا	شري	اشترى	يشتر
اشتروا	شري	اشترى	اشتر
اشترىه	شري	اشترى	اشترى
ويشترون	شري	اشترى	يشتر
يشترون	شري	اشترى	يشتر
واشتروا	شري	اشترى	اشتر
نشترى	شري	اشترى	نشترى
اشترى	شري	اشترى	اشترى
يشترى	شري	اشترى	يشترى
واشتعل	شعل	اشتعل	اشتعل
اشتملت	شمل	اشتملت	اشتملت
يشتهون	شهو	اشتهت	يشته
اشتهت	شهو	اشتهت	اشتهت
تشتهى	شهو	اشتهت	تشتهى
تشتهيه	شهو	اشتهت	تشتهي
يشقق	شقق	اشقق	يشقق
اشمأزت	شمز	اشمأزت	اشمأزت
فاصدع	صدع	اصدع	اصدع
فاصطادوا	صيد	اصطاد	اصطاد
واصطبر	صبر	اصطبر	اصطبر
اصطفيناه	صفو	اصطفى	اصطفي
اصطفى	صفو	اصطفى	اصطفى
اصطفىه	صفو	اصطفى	اصطفى
اصطفىك	صفو	اصطفى	اصطفى
واصطفىك	صفو	اصطفى	اصطفى
اصطفيتك	صفو	اصطفى	اصطفي
يصطفى	صفو	اصطفى	يصطفى
اصطفينا	صفو	اصطفى	اصطفي
أصطفى	صفو	اصطفى	صطفى
لاصطفى	صفو	اصطفى	اصطفى
واصطنعتك	صنع	اصطنع	اصطنع
أضطره	ضرر	اضطر	أضطر
اضطر	ضرر	اضطر	اضطر
اضطررتم	ضرر	اضطر	اضطرر
نضطرهم	ضرر	اضطر	نضطر
واضمم	ضمم	اضمم	اضمم
اطرحوه	طرح	اطرح	اطرح
ليطمئن	طمن	اطمأن	يطمئن
ولتطمئن	طمن	اطمأن	تطمئن
اطمأننتم	طمن	اطمأن	اطمأنن
وتطمئن	طمن	اطمأن	تطمئن
واطمأنوا	طمن	اطمأن	اطمأن
وتطمئن	طمن	اطمأن	تطمئن
تطمئن	طمن	اطمأن	تطمئن
اطمأن	طمن	اطمأن	اطمأن
يطيروا	طير	اطير	يطير
اطيرنا	طير	اطير	اطير
تطيرنا	طير	اطير	تطير
فاعتبروا	عبر	اعتبر	اعتبر
يعتدون	عدو	اعتدى	يعتد
اعتدوا	عدو	اعتدى	اعتد
اعتدى	عدو	اعتدى	اعتدى
تعتدوا	عدو	اعتدى	تعتد
فاعتدوا	عدو	اعتدى	اعتد
تعتدوها	عدو	اعتدى	تعتد
لتعتدوا	عدو	اعتدى	تعتد
اعتدينا	عدو	اعتدى	اعتدي
اعترفوا	عرف	اعترف	اعترف
فاعترفنا	عرف	اعترف	اعترف
فاعترفوا	عرف	اعترف	اعترف
اعترىك	عرو	اعترى	اعترى
فاعتزلوا	عزل	اعتزل	اعتزل
اعتزلوكم	عزل	اعتزل	اعتزل
يعتزلوكم	عزل	اعتزل	يعتزل
اعتزلتموهم	عزل	اعتزل	اعتزل
وأعتزلكم	عزل	اعتزل	أعتزل
اعتزلهم	عزل	اعتزل	اعتزل
فاعتزلون	عزل	اعتزل	اعتزل
يعتصم	عصم	اعتصم	يعتصم
واعتصموا	عصم	اعتصم	اعتصم
واعتصموا	عصم	اعتصم	اعتصم
فاعتلوه	عتل	اعتل	اعتل
اعتمر	عمر	اعتمر	اعتمر
اغترف	غرف	اغترف	اغترف
فاغسلوا	غسل	اغسل	اغسل
واغلظ	غلظ	اغلظ	اغلظ
افتدت	فدي	افتدى	افتدت
افتدى	فدي	افتدى	افتدى
ليفتدوا	فدي	افتدى	يفتد
لافتدت	فدي	افتدى	افتدت
لافتدوا	فدي	افتدى	افتد
يفتدى	فدي	افتدى	يفتدى
افتراء	فري	افتراء	افتراء
يفترون	فري	افترى	يفتر
افترى	فري	افترى	افترى
افترينا	فري	افترى	افتري
يفترى	فري	افترى	يفترى
افترىه	فري	افترى	افترى
تفترون	فري	افترى	تفتر
افتريته	فري	افترى	افتري
يفترى	فري	افترى	يفترى
لتفتروا	فري	افترى	تفتر
لتفترى	فري	افترى	تفترى
تفتروا	فري	افترى	تفتر
أفترى	فري	افترى	فترى
اقتتل	قتل	اقتتل	اقتتل
اقتتلوا	قتل	اقتتل	اقتتل
يقتتلان	قتل	اقتتل	يقتتل
اقتحم	قحم	اقتحم	اقتحم
اقتده	قدو	اقتده	اقتده
اقترب	قرب	اقترب	اقترب
واقترب	قرب	اقترب	اقترب
اقتربت	قرب	اقترب	اقتربت
واقترب	قرب	اقترب	اقترب
وليقترفوا	قرف	اقترف	يقترف
يقترفون	قرف	اقترف	يقترف
اقترفتموها	قرف	اقترف	اقترف
يقترف	قرف	اقترف	يقترف
واقصد	قصد	اقصد	اقصد
نكتل	كيل	اكتال	نكتل
اكتالوا	كيل	اكتال	اكتال
اكتتبها	كتب	اكتتب	اكتتب
اكتسبت	كسب	اكتسب	اكتسبت
اكتسبوا	كسب	اكتسب	اكتسب
اكتسبن	كسب	اكتسب	اكتسب
اكتسب	كسب	اكتسب	اكتسب
الاى		الاى	الاى
والاى		الاى	الاى
والتفت	لفف	التفت	التفت
يلتقطه	لقط	التقط	يلتقط
فالتقطه	لقط	التقط	التقط
فالتقمه	لقم	التقم	التقم
التقتا	لقي	التقى	التق
التقى	لقي	التقى	التقى
التقيتم	لقي	التقى	التقي
فالتقى	لقي	التقى	التقى
يلتقيان	لقي	التقى	يلتقي
فالتمسوا	لمس	التمس	التمس
الذين		الذى	الذين
والذين		الذى	الذين
الذى		الذى	الذى
التى		الذى	التى
بالذى		الذى	الذى
للذين		الذى	لذين
للذين		الذى	لذين
كالذى		الذى	الذى
للذين		الذى	لذين
للذى		الذى	لذى
كالذين		الذى	الذين
بالذين		الذى	الذين
وبالذى		الذى	الذى
فالذين		الذى	الذين
والاتى		الذى	الاتى
والذان		الذى	الذان
الاتى		الذى	الاتى
للذى		الذى	لذى
بالتى		الذى	التى
والذى		الذى	الذى
كالتى		الذى	التى
والذين		الذى	الذين
للتى		الذى	لتى
والتى		الذى	التى
الذين		الذى	الذين
وللذين		الذى	لذين
والعزى		العزى	العزى
والغوا	لغو	الغ	الغ
اللات		اللات	اللات
الله	ءله	الله	الله
لله	ءله	الله	له
الله	ءله	الله	الله
بالله	ءله	الله	الله
الله	ءله	الله	الله
والله	ءله	الله	الله
لله	ءله	الله	له
فالله	ءله	الله	الله
ولله	ءله	الله	له
والله	ءله	الله	الله
فلله	ءله	الله	له
أبالله	ءله	الله	الله
ءالله	ءله	الله	الله
تالله	ءله	الله	الله
وتالله	ءله	الله	الله
اللهم	ءله	اللهم	الله
واليسع		اليسع	يسع
وامتازوا	ميز	امتاز	امتاز
امتحن	محن	امتحن	امتحن
فامتحنوهن	محن	امتحن	امتحن
امتلأت	ملء	امتلأ	امتلأ
امرأ	مرء	امرأ	امرأ
وامرأتان	مرء	امرأت	امرأتان
امرأت	مرء	امرأت	امرأت
وامرأتى	مرء	امرأت	امرأت
امرأة	مرء	امرأت	امرأة
امرأته	مرء	امرأت	امرأت
وامرأته	مرء	امرأت	امرأت
امرأتك	مرء	امرأت	امرأت
لامرأته	مرء	امرأت	امرأت
امرأتى	مرء	امرأت	امرأت
امرأة	مرء	امرأت	امرأة
امرأتين	مرء	امرأت	امرأتين
وامرأة	مرء	امرأت	امرأة
امرأته	مرء	امرأت	امرأت
امرأت	مرء	امرأت	امرأت
وامرأت	مرء	امرأت	امرأت
امرؤا	مرء	امرؤا	امرؤا
امرئ	مرء	امرئ	امرئ
فامسحوا	مسح	امسح	امسح
وامسحوا	مسح	امسح	امسح
ءامين	ءمم	امين	ءامين
الان		ان	ان
فالان		ان	ان
ءالان		ان	ان
الءان		ان	ءان
فانبجست	بجس	انبجست	انبجست
انبعاثهم	بعث	انبعاث	انبعاث
انبعث	بعث	انبعث	انبعث
انتبذت	نبذ	انتبذت	انتبذت
فانتبذت	نبذ	انتبذت	انتبذت
انتثرت	نثر	انتثرت	انتثرت
ينتصرون	نصر	انتصر	ينتصر
وانتصروا	نصر	انتصر	انتصر
انتصر	نصر	انتصر	انتصر
لانتصر	نصر	انتصر	انتصر
فانتصر	نصر	انتصر	انتصر
تنتصران	نصر	انتصر	تنتصر
انتقام	نقم	انتقام	انتقام
فينتقم	نقم	انتقم	ينتقم
فانتقمنا	نقم	انتقم	انتقم
انتقمنا	نقم	انتقم	انتقم
انتهوا	نهي	انتهى	انته
فانتهى	نهي	انتهى	انتهى
انتهوا	نهي	انتهى	انته
ينتهوا	نهي	انتهى	ينته
تنتهوا	نهي	انتهى	تنته
ينتهون	نهي	انتهى	ينته
تنته	نهي	انتهى	تنته
ينته	نهي	انتهى	ينته
فانتهوا	نهي	انتهى	انته
وانحر	نحر	انحر	انحر
فانسلخ	سلخ	انسلخ	انسلخ
انسلخ	سلخ	انسلخ	انسلخ
انشزوا	نشز	انشز	انشز
فانشزوا	نشز	انشز	انشز
وتنشق	شقق	انشق	تنشق
وانشق	شقق	انشق	انشق
انشقت	شقق	انشق	انشقت
وانشقت	شقق	انشق	انشقت
انشقت	شقق	انشق	انشقت
انصرفوا	صرف	انصرف	انصرف
فانطلقا	طلق	انطلق	انطلق
ينطلق	طلق	انطلق	ينطلق
وانطلق	طلق	انطلق	انطلق
انطلقتم	طلق	انطلق	انطلق
فانطلقوا	طلق	انطلق	انطلق
انطلقوا	طلق	انطلق	انطلق
فانفجرت	فجر	انفجرت	انفجرت
انفصام	فصم	انفصام	انفصام
لانفضوا	فضض	انفض	انفض
انفضوا	فضض	انفض	انفض
ينفضوا	فضض	انفض	ينفض
انفطرت	فطر	انفطرت	انفطرت
فانفلق	فلق	انفلق	انفلق
ينقلب	قلب	انقلب	ينقلب
فينقلبوا	قلب	انقلب	ينقلب
انقلبتم	قلب	انقلب	انقلب
ينقلب	قلب	انقلب	ينقلب
فتنقلبوا	قلب	انقلب	تنقلب
فانقلبوا	قلب	انقلب	انقلب
وانقلبوا	قلب	انقلب	انقلب
انقلبوا	قلب	انقلب	انقلب
انقلب	قلب	انقلب	انقلب
ينقلبون	قلب	انقلب	ينقلب
ينقلب	قلب	انقلب	ينقلب
وينقلب	قلب	انقلب	ينقلب
انكدرت	كدر	انكدرت	انكدرت
فانهار	هور	انهار	انهار
تهتدون	هدي	اهتدى	تهتد
تهتدوا	هدي	اهتدى	تهتد
اهتدوا	هدي	اهتدى	اهتد
يهتدون	هدي	اهتدى	يهتد
اهتديتم	هدي	اهتدى	اهتدي
لتهتدوا	هدي	اهتدى	تهتد
لنهتدى	هدي	اهتدى	نهتدى
يهدى	هدي	اهتدى	يهدى
اهتدى	هدي	اهتدى	اهتدى
يهتدى	هدي	اهتدى	يهتدى
يهتدوا	هدي	اهتدى	يهتد
اهتدوا	هدي	اهتدى	اهتد
أتهتدى	هدي	اهتدى	تهتدى
اهتديت	هدي	اهتدى	اهتدي
اهتزت	هزز	اهتزت	اهتزت
تهتز	هزز	اهتزت	تهتز
واهجروهن	هجر	اهجر	اهجر
واهجرنى	هجر	اهجر	اهجر
تهجرون	هجر	اهجر	تهجر
واهجرهم	هجر	اهجر	اهجر
فاهجر	هجر	اهجر	اهجر
البأس	بءس	بأس	بأس
بأس	بءس	بأس	بأس
بأسا	بءس	بأس	بأسا
بأسنا	بءس	بأس	بأس
بأسه	بءس	بأس	بأس
بأسنا	بءس	بأس	بأس
بأسكم	بءس	بأس	بأس
بأس	بءس	بأس	بأس
بأسكم	بءس	بأس	بأس
البأس	بءس	بأس	بأس
بأس	بءس	بأس	بأس
بأس	بءس	بأس	بأس
بأسهم	بءس	بأس	بأس
البأساء	بءس	بأساء	بأساء
البأساء	بءس	بأساء	بأساء
بالبأساء	بءس	بأساء	بأساء
وبئر	بءر	بئر	بئر
ولبئس	بءس	بئس	بئس
وبئس	بءس	بئس	بئس
فبئس	بءس	بئس	بئس
لبئس	بءس	بئس	بئس
بئس	بءس	بئس	بئس
فلبئس	بءس	بئس	بئس
وباءو	بوء	باء	باء
فباءو	بوء	باء	باء
باء	بوء	باء	باء
تبوأ	بوء	باء	تبوأ
البائس	بءس	بائس	بائس
الباب	بوب	باب	باب
أبوابها	بوب	باب	أبواب
أبواب	بوب	باب	أبواب
أبواب	بوب	باب	أبواب
الأبواب	بوب	باب	أبواب
الباب	بوب	باب	باب
باب	بوب	باب	باب
أبواب	بوب	باب	أبواب
بابا	بوب	باب	بابا
الأبواب	بوب	باب	أبواب
أبوابها	بوب	باب	أبواب
أبوابا	بوب	باب	أبوابا
باب	بوب	باب	باب
ببابل		بابل	بابل
باخع	بخع	باخع	باخع
والباد	بدو	باد	باد
بادون	بدو	بادي	بادون
بادى	بدو	بادى	بادى
بارئكم	برء	بارئ	بارئ
البارئ	برء	بارئ	بارئ
بارد	برد	بارد	بارد
بارد	برد	بارد	بارد
بارزة	برز	بارزة	بارزة
بارزون	برز	بارز	بارزون
باركنا	برك	بارك	بارك
بورك	برك	بارك	بورك
وباركنا	برك	بارك	بارك
وبارك	برك	بارك	بارك
بازغا	بزغ	بازغ	بازغا
بازغة	بزغ	بازغة	بازغة
باسرة	بسر	باسرة	باسرة
بباسط	بسط	باسط	باسط
باسطوا	بسط	باسط	باسطوا
كباسط	بسط	باسط	باسط
باسط	بسط	باسط	باسط
باسقات	بسق	باسقة	باسقات
باشروهن	بشر	باشر	باشر
تباشروهن	بشر	باشر	تباشر
بالباطل	بطل	باطل	باطل
باطلا	بطل	باطل	باطلا
وباطل	بطل	باطل	باطل
الباطل	بطل	باطل	باطل
والباطل	بطل	باطل	باطل
أفبالباطل	بطل	باطل	باطل
الباطل	بطل	باطل	باطل
الباطل	بطل	باطل	باطل
وباطنه	بطن	باطن	باطن
والباطن	بطن	باطن	باطن
باطنه	بطن	باطن	باطن
وباطنة	بطن	باطنة	باطنة
باعد	بعد	باعد	باعد
باغ	بغي	باغ	باغ
باق	بقي	باق	باق
والباقيات	بقي	باقية	باقيات
باقية	بقي	باقية	باقية
باقية	بقي	باقية	باقية
الباقين	بقي	باقي	باقين
بال	بول	بال	بال
بالهم	بول	بال	بال
بالغ	بلغ	بالغ	بالغ
بالغوه	بلغ	بالغ	بالغو
ببالغه	بلغ	بالغ	بالغ
بالغيه	بلغ	بالغ	بالغي
ببالغيه	بلغ	بالغ	بالغي
بالغ	بلغ	بالغ	بالغ
البالغة	بلغ	بالغة	بالغة
بالغة	بلغ	بالغة	بالغة
بايعتم	بيع	بايع	بايع
يبايعونك	بيع	بايع	يبايع
يبايعون	بيع	بايع	يبايع
يبايعنك	بيع	بايع	يبايع
فبايعهن	بيع	بايع	بايع
فليبتكن	بتك	بتك	يبتك
وبث	بثث	بث	بث
بثى	بثث	بث	بث
بث	بثث	بث	بث
يبث	بثث	بث	يبث
يبحث	بحث	بحث	يبحث
البحر	بحر	بحر	بحر
البحر	بحر	بحر	بحر
والبحر	بحر	بحر	بحر
البحرين	بحر	بحر	بحرين
البحر	بحر	بحر	بحر
بحر	بحر	بحر	بحر
والبحر	بحر	بحر	بحر
أبحر	بحر	بحر	أبحر
البحران	بحر	بحر	بحران
البحار	بحر	بحر	بحار
بحيرة	بحر	بحيرة	بحيرة
يبخس	بخس	بخس	يبخس
بخس	بخس	بخس	بخس
بخسا	بخس	بخس	بخسا
يبخلون	بخل	بخل	يبخل
بخلوا	بخل	بخل	بخل
بالبخل	بخل	بخل	بخل
تبخلوا	بخل	بخل	تبخل
يبخل	بخل	بخل	يبخل
يبخل	بخل	بخل	يبخل
بخل	بخل	بخل	بخل
بدأكم	بدء	بدأ	بدأ
بدءوكم	بدء	بدأ	بدء
يبدؤا	بدء	بدأ	يبدؤا
فبدأ	بدء	بدأ	بدأ
بدأنا	بدء	بدأ	بدأ
بدأ	بدء	بدأ	بدأ
وبدأ	بدء	بدأ	بدأ
تبدون	بدو	بدا	تبد
تبدوا	بدو	بدا	تبد
بدت	بدو	بدا	بدت
تبد	بدو	بدا	تبد
بدا	بدو	بدا	بدا
بدت	بدو	بدا	بدت
فبدت	بدو	بدا	بدت
وبدا	بدو	بدا	بدا
وبدارا	بدر	بدار	بدارا
ببدر		بدر	بدر
بدعا	بدع	بدع	بدعا
فبدل	بدل	بدل	بدل
بدله	بدل	بدل	بدل
يبدلونه	بدل	بدل	يبدل
يبدل	بدل	بدل	يبدل
بدلناهم	بدل	بدل	بدل
بدلنا	بدل	بدل	بدل
بدله	بدل	بدل	بدل
أبدله	بدل	بدل	أبدل
بدلوا	بدل	بدل	بدل
تبدل	بدل	بدل	تبدل
بدلا	بدل	بدل	بدلا
وليبدلنهم	بدل	بدل	يبدل
يبدل	بدل	بدل	يبدل
بدل	بدل	بدل	بدل
وبدلناهم	بدل	بدل	بدل
يبدل	بدل	بدل	يبدل
يبدلوا	بدل	بدل	يبدل
يبدل	بدل	بدل	يبدل
نبدل	بدل	بدل	نبدل
ببدنك	بدن	بدن	بدن
والبدن	بدن	بدن	بدن
البدو	بدو	بدو	بدو
بديع	بدع	بديع	بديع
بالبر	برر	بر	بر
البر	برر	بر	بر
البر	برر	بر	بر
الأبرار	برر	بر	أبرار
للأبرار	برر	بر	أبرار
البر	برر	بر	بر
البر	برر	بر	بر
وبرا	برر	بر	برا
البر	برر	بر	بر
الأبرار	برر	بر	أبرار
بررة	برر	بر	بررة
أبرئ	برء	برأ	أبرئ
فبرأه	برء	برأ	برأ
براء	برء	براء	براء
براءة	برء	براءة	براءة
بردا	برد	برد	بردا
برد	برد	برد	برد
برزوا	برز	برز	برز
لبرز	برز	برز	برز
وبرزوا	برز	برز	برز
وبرزت	برز	برزت	برزت
برزخ		برزخ	برزخ
برزخا		برزخ	برزخا
وبرق	برق	برق	برق
البرق	برق	برق	برق
البرق	برق	برق	برق
برقه	برق	برق	برق
برق	برق	برق	برق
بركات	برك	بركة	بركات
وبركات	برك	بركة	بركات
وبركاته	برك	بركة	بركات
برهانكم	برهن	برهان	برهان
برهان	برهن	برهان	برهان
برهان	برهن	برهان	برهان
برهانان	برهن	برهان	برهانان
بروج	برج	بروج	بروج
بروجا	برج	بروج	بروجا
البروج	برج	بروج	بروج
بريا	برء	برىء	بريا
برىء	برء	برىء	برىء
بريون	برء	برىء	بريون
برءاؤا	برء	برىء	برءاؤا
البرية	برء	برية	برية
بسا	بسس	بس	بسا
بساطا	بسط	بساط	بساطا
وبست	بسس	بست	بست
وبسر	بسر	بسر	بسر
ويبصط	بسط	بسط	يبصط
يبسطوا	بسط	بسط	يبسط
بسطت	بسط	بسط	بسط
يبسط	بسط	بسط	يبسط
تبسطها	بسط	بسط	تبسط
البسط	بسط	بسط	بسط
فيبسطه	بسط	بسط	يبسط
بسط	بسط	بسط	بسط
ويبسطوا	بسط	بسط	يبسط
وبشر	بشر	بشر	بشر
فبشرهم	بشر	بشر	بشر
يبشرك	بشر	بشر	يبشر
يبشرك	بشر	بشر	يبشر
بشر	بشر	بشر	بشر
لبشر	بشر	بشر	بشر
بشر	بشر	بشر	بشر
بشر	بشر	بشر	بشر
بشرا	بشر	بشر	بشرا
يبشرهم	بشر	بشر	يبشر
بشرا	بشر	بشر	بشرا
فبشرناها	بشر	بشر	بشر
نبشرك	بشر	بشر	نبشر
أبشرتمونى	بشر	بشر	بشر
تبشرون	بشر	بشر	تبشر
بشرناك	بشر	بشر	بشر
بشر	بشر	بشر	بشر
ويبشر	بشر	بشر	يبشر
ويبشر	بشر	بشر	يبشر
البشر	بشر	بشر	بشر
لتبشر	بشر	بشر	تبشر
لبشرين	بشر	بشر	بشرين
فبشره	بشر	بشر	بشر
فبشرناه	بشر	بشر	بشر
وبشرناه	بشر	بشر	بشر
فبشر	بشر	بشر	بشر
يبشر	بشر	بشر	يبشر
وبشروه	بشر	بشر	بشر
أبشرا	بشر	بشر	بشرا
أبشر	بشر	بشر	بشر
للبشر	بشر	بشر	بشر
للبشر	بشر	بشر	بشر
وبشرى	بشر	بشرى	بشرى
بشرى	بشر	بشرى	بشرى
البشرى	بشر	بشرى	بشرى
بالبشرى	بشر	بشرى	بشرى
