word	root	stem	lemma
أسأتم	سوء	أساء	أساء
أسارى	سري	سارى	سارى
أساطير	سطر	أساطير	أساطير
أسألك	سءل	سأل	سأل
أسألكم	سءل	سأل	سأل
أساور	ءسوار;سوار	أساور	أساور
أسباب	سبب	أسباب	أسباب
أسباطا	سبط	سبط	سبط
استأجرت	ءجر	استأجر	استأجر
استأجره	ءجر	استأجر	استأجر
استأذن	ءذن	استأذن	استأذن
استأذنك	ءذن	استأذن	استأذن
استأذنوك	ءذن	استأذن	استأذن
استبدال	بدل	استبدال	استبدال
إستبرق	برق	إستبرق	إستبرق
استجابوا	جوب	استجاب	استجاب
استجارك	جور	استجار	استجار
أستجب	جوب	استجاب	استجاب
استجيب	جوب	استجاب	استجاب
استجيبوا	جوب	استجاب	استجاب
استحبوا	حبب	استحب	استحب
استحفظوا	حفظ	استحفظ	استحفظ
استحقا	حقق	استحق	استحق
استحق	حقق	استحق	استحق
استحوذ	حوذ	استحوذ	استحوذ
استحياء	حيي	استحياء	استحياء
استخرجها	خرج	استخرج	استخرج
أستخلصه	خلص	استخلص	استخلص
استخلف	خلف	استخلف	استخلف
استرق	سرق	استرق	استرق
استزلهم	زلل	استزل	استزل
استسقاه	سقي	استسقى	استسقى
استسقى	سقي	استسقى	استسقى
استضعفوا	ضعف	استضعف	استضعف
استضعفوني	ضعف	استضعف	استضعف
استطاع	طوع	استطاع	استطاع
استطاعوا	طوع	استطاع	استطاع
استطعت	طوع	استطاع	استطاع
استطعتم	طوع	استطاع	استطاع
استطعما	طعم	استطعم	استطعم
استطعنا	طوع	استطاع	استطاع
استعجالهم	عجل	استعجال	استعجال
استعجلتم	عجل	استعجل	استعجل
استعلى	علو	استعلى	استعلى
استعينوا	عون	استعان	استعان
استغفار	غفر	استغفار	استغفار
أستغفرت	غفر	استغفر	استغفر
أستغفر	غفر	استغفر	استغفر
استغفر	غفر	استغفر	استغفر
استغفروا	غفر	استغفر	استغفر
استغنى	غني	استغنى	استغنى
استقاموا	قوم	استقام	استقام
استقر	قرر	استقر	استقر
استكانوا	سكن;كون	استكان	استكان
استكبارا	كبر	استكبار	استكبار
أستكبرت	كبر	استكبر	استكبر
استكبرتم	كبر	استكبر	استكبر
استكبر	كبر	استكبر	استكبر
استكبروا	كبر	استكبر	استكبر
استكثرتم	كثر	استكثر	استكثر
استمتعتم	متع	استمتع	استمتع
استمتع	متع	استمتع	استمتع
استمسك	مسك	استمسك	استمسك
استمع	سمع	استمع	استمع
استمعوه	سمع	استمع	استمع
استنصره	نصر	استنصر	استنصر
استنصروكم	نصر	استنصر	استنصر
استنكفوا	نكف	استنكف	استنكف
استهزئ	هزء	استهزأ	استهزأ
استهزئوا	هزء	استهزأ	استهزأ
استهوته	هوي	استهوى	استهوى
استوقد	وقد	استوقد	استوقد
استويت	سوي	استوى	استوى
استويتم	سوي	استوى	استوى
استوى	سوي	استوى	استوى
استيأسوا	يءس	استيأس	استيأس
استيأس	يءس	استيأس	استيأس
استيسر	يسر	استيسر	استيسر
اسجدوا	سجد	سجد	سجد
إسحاق	سحق	إسحاق	إسحاق
أسحر	سحر	سحر	سحر
أسخط	سخط	سخط;أسخط	سخط;أسخط
إسرارا	سرر	إسرار	إسرار
إسرارهم	سرر	إسرار	إسرار
إسرافا	سرف	إسراف	إسراف
إسرائيل	سرءل	إسرائيل	إسرائيل
إسرائيل	سرل	إسرائيل	إسرائيل
أسر	سري;سرر;ءسر	أسرى;سر;أسر;سرى	أسرى;سر;أسر;سرى
أسرع	سرع	أسرع;سرع	أسرع;سرع
أسرف	سرف	أسرف;سرف	أسرف;سرف
أسرفوا	سرف	أسرف	أسرف
أسرهم	ءسر	أسر	أسر
أسروا	سرر	سر;أسر	سر;أسر
أسرى	سري;ءسر;سرو	أسرى;سري	أسرى;سري
أسس	ءسس	أسس	أسس
اسطاعوا	طيع	استطاع	استطاع
أسفا	ءسف	أسف	أسف
أسفارا	سفر	أسفار	أسفار
أسفارنا	سفر	أسفار	أسفار
أسفر	سفر	أسفر	أسفر
أسفل	سفل	أسفل;سفل	أسفل;سفل
آسفونا	ءسف	آسف	آسف
أسفى	سفي	سفى	سفى
أسكنت	سكن	أسكن	أسكن
اسكن	سكن	سكن	سكن
اسكنوا	سكن	سكن	سكن
أسكنوهن	سكن	أسكن	أسكن
إسلامكم	سلم	إسلام	إسلام
إسلامهم	سلم	إسلام	إسلام
أسلحتكم	سلح	أسلحة	أسلحة
أسلحتهم	سلح	أسلحة	أسلحة
أسلفت	سلف	أسلف	أسلف
أسلفتم	سلف	أسلف	أسلف
اسلك	سلك	سلك	سلك
أسلما	سلم	أسلم	أسلم
أسلمت	سلم	أسلم	أسلم
أسلم	سلم	سلم;أسلم	سلم;أسلم
أسلمنا	سلم	أسلم	أسلم
أسلموا	سلم	أسلم	أسلم
أسماء	سمو	أسماء	أسماء
إسماعيل	سمعل	إسماعيل	إسماعيل
أسمائه	سمو	أسماء	أسماء
اسم	سمو	سما;اسم	سما;اسم
أسمع	سمع	أسمع;سمع	أسمع;سمع
أسمعهم	سمع	أسمع;سمع	أسمع;سمع
اسمه	سمو	سما;اسم	سما;اسم
آسن	ءسن	آسن	آسن
أسوأ	سوء	أسوأ	أسوأ
أسوة	ءسو	أسوة	أسوة
اسودت	سود	اسود	اسود
أسورة	سور;سوار	سور;أسورة	سور;أسورة
آسى	ءسي;ءسو	آسى	آسى
أشاء	شيء	شاء	شاء
أشتاتا	شتت	أشتات	أشتات
اشتدت	شدد	اشتد	اشتد
اشتراه	شري	اشترى	اشترى
اشتروا	شري	اشترى	اشترى
اشترى	شري	اشترى	اشترى
اشتملت	شمل	اشتمل	اشتمل
اشتهت	شهي	اشتهى	اشتهى
أشحة	شحح	أشحة	أشحة
أشداء	شدد	أشداء	أشداء
اشدد	شدد	شد	شد
أشد	شدد	شد;أشد	شد;أشد
أشدكم	شدد	شد;أشد	شد;أشد
أشده	شدد	شد;أشد	شد;أشد
أشدهما	شدد	شد;أشد	شد;أشد
أشر	ءشر	أشر	أشر
أشراطها	شرط	أشراط	أشراط
اشرح	شرح	شرح	شرح
أشر	شرر	شر	شر
أشركت	شرك	أشرك	أشرك
أشركتم	شرك	أشرك	أشرك
أشركتمون	شرك	أشرك	أشرك
أشرك	شري;شرك	أشرى;أشرك;شرك	أشرى;أشرك;شرك
أشركنا	شرك	أشرك;شرك	أشرك;شرك
أشركوا	شرك	أشرك	أشرك
أشقاها	شقي	أشقى	أشقى
أشق	شقق	شق	شق
أشكر	شكر	شكر	شكر
اشكر	شكر	شكر	شكر
أشكو	شكو	شكا	شكا
اشمأزت	شمز	اشمأز	اشمأز
أشهدتهم	شهد	أشهد	أشهد
أشهد	شهد	أشهد;شهد	أشهد;شهد
أشهدوا	شهد	شهد	شهد
اشهدوا	شهد	شهد	شهد
أشهر	شهر	أشهر	أشهر
أشياء	شيء	أشياء	أشياء
أشياءهم	شيء	أشياء	أشياء
أشياعكم	شيع	أشياع	أشياع
أصابت	صوب	صاب;أصاب	صاب;أصاب
أصابتكم	صوب	صاب;أصاب	صاب;أصاب
أصابته	صوب	صاب;أصاب	صاب;أصاب
أصابتهم	صوب	صاب;أصاب	صاب;أصاب
أصاب	صوب	صاب;أصاب	صاب;أصاب
أصابعهم	صبع	صابع;أصابع	صابع;أصابع
أصابك	صوب	صاب;أصاب	صاب;أصاب
أصابكم	صوب	صاب;أصاب	صاب;أصاب
أصابها	صوب	صاب;أصاب	صاب;أصاب
أصابه	صوب	صاب;أصاب	صاب;أصاب
أصابهم	صوب	صاب;أصاب	صاب;أصاب
أصبتم	صوب	أصاب	أصاب
أصبح	صبح	صبح;أصبح	صبح;أصبح
أصبحوا	صبح	أصبح	أصبح
اصبر	صبر	صبر	صبر
أصبرهم	صبر	أصبر	أصبر
اصبروا	صبر	صبر	صبر
أصب	صبو	صبا	صبا
أصبناهم	صوب	أصاب	أصاب
أصحاب	صحب	أصحاب	أصحاب
أصحابهم	صحب	أصحاب	أصحاب
أصدقت	صدق	صدق	صدق
أصدق	صدق	أصدق	أصدق
إصرا	ءصر	إصر	إصر
اصرف	صرف	صرف	صرف
إصرهم	ءصر	إصر	إصر
إصري	ءصر	إصر	إصر
اصطفاك	صفو	اصطفى	اصطفى
اصطفاه	صفو	اصطفى	اصطفى
اصطفيتك	صفو	اصطفى	اصطفى
أصطفى	صفو	اصطفى	اصطفى
اصطفى	صفو	اصطفى	اصطفى
اصطفينا	صفو	اصطفى	اصطفى
اصطفيناه	صفو	اصطفى	اصطفى
أصغر	صغر	صغر;أصغر	صغر;أصغر
أصلابكم	صلب	صلب	صلب
أصلاتك	صلو	صلاة	صلاة
إصلاحا	صلح	إصلاح	إصلاح
إصلاح	صلح	إصلاح	إصلاح
إصلاحها	صلح	إصلاح	إصلاح
أصل	صلي;ءصل	صلى;أصل;أصلى	صلى;أصل;أصلى
أصلها	صلو;ءصل	أصل;صلا	أصل;صلا
اصلوها	صلي	صلي	صلي
أصناما	صنم	أصنام	أصنام
أصنام	صنم	أصنام	أصنام
أصنامكم	صنم	أصنام	أصنام
اصنع	صنع	صنع	صنع
أصواتكم	صوت	أصوات	أصوات
أصواتهم	صوت	أصوات	أصوات
أصوافها	صوف	أصواف	أصواف
أصولها	ءصل	أصول	أصول
أصيب	صوب	أصاب	أصاب
أضاءت	ضوء	أضاء;ضاء	أضاء;ضاء
أضاء	ضوء	أضاء;ضاء	أضاء;ضاء
أضاعوا	ضيع;ضوع	أضاع;ضاع	أضاع;ضاع
أضحك	ضحك	ضحك;أضحك	ضحك;أضحك
اضرب	ضرب	ضرب	ضرب
اضربوه	ضرب	ضرب	ضرب
اضطررتم	ضرر	اضطر	اضطر
اضطر	ضرر	اضطر	اضطر
أضطره	ضرر	اضطر	اضطر
أضعافا	ضعف	أضعاف	أضعاف
أضعف	ضعف	ضعف	ضعف
أضغاث	ضغث;ضغت	أضغاث	أضغاث
أضغانكم	ضغن	أضغان	أضغان
أضغانهم	ضغن	أضغان	أضغان
أضلانا	ضلل	أضل;ضل	أضل;ضل
أضل	ضلل	أضل	أضل
أضل	ضلل	أضل;ضل	أضل;ضل
أضللتم	ضلل	أضل	أضل
أضللن	ضلل	أضل	أضل
أضلنا	ضلل	أضل;ضل	أضل;ضل
أضلني	ضلل	أضل;ضل	أضل;ضل
أضلوا	ضلل	أضل;ضل	أضل;ضل
أضلونا	ضلل	أضل;ضل	أضل;ضل
أضيع	ضيع	أضاع	أضاع
أطاع	طوع	أطاع;طاع	أطاع;طاع
أطاعونا	طعن;طوع	طاعون;أطاع;طاع	طاعون;أطاع;طاع
أطرافها	طرف	أطراف	أطراف
اطرحوه	طرح	طرح	طرح
إطعام	طعم	إطعام	إطعام
أطعتم	طوع	أطاع	أطاع
أطعتموهم	طوع	أطاع	أطاع
أطعمه	طعم	أطعم;طعم	أطعم;طعم
أطعمهم	طعم	أطعم;طعم	أطعم;طعم
أطعنا	طعن;طوع	طعن;أطاع	طعن;أطاع
أطعنكم	طعن;طوع	طعن;أطاع	طعن;أطاع
أطغيته	طغي	أطغى	أطغى
أطفأها	طفء	أطفأ	أطفأ
اطلعت	طلع	اطلع	اطلع
أطلع	طلع	اطلع	اطلع
أطلع	طلع	طلع	طلع
اطمأن	طمءن	اطمأن	اطمأن
اطمأننتم	طمءن	اطمأن	اطمأن
اطمس	طمس	طمس	طمس
أطمع	طمع	طمع	طمع
أطهر	طهر	طهر	طهر
أطوارا	طور	أطوار	أطوار
اطيرنا	طير	اطير	اطير
أطيعوا	طوع	أطاع;طاع	أطاع;طاع
أظفركم	ظفر	ظفر;أظفر	ظفر;أظفر
أظلم	ظلم	ظلم;أظلم	ظلم;أظلم
أظن	ظنن	ظن	ظن
أعبد	عبد	عبد	عبد
اعبدوا	عبد	عبد	عبد
اعبدوني	عبد	عبد	عبد
أعتدنا	عود	اعتاد	اعتاد
اعتدوا	عدو	اعتدى	اعتدى
اعتدى	عدو	اعتدى	اعتدى
اعتدينا	عدو	اعتدى	اعتدى
اعتراك	عري	اعترى	اعترى
اعترفوا	عرف	اعترف	اعترف
اعتزلتموهم	عزل	اعتزل	اعتزل
اعتزلهم	عزل	اعتزل	اعتزل
اعتزلوكم	عزل	اعتزل	اعتزل
اعتمر	عمر	اعتمر	اعتمر
أعثرنا	عثر	أعثر	أعثر
أعجاز	عجز	أعجاز	أعجاز
أعجبتكم	عجب	أعجب	أعجب
أعجب	عجب	أعجب;عجب	أعجب;عجب
أعجبك	عجب	أعجب	أعجب
أعجبكم	عجب	أعجب	أعجب
أعجزت	عجز	عجز	عجز
أعجلتم	عجل	عجل	عجل
أعجلك	عجل	عجل;أعجل	عجل;أعجل
أعجميا	عجم	أعجمي	أعجمي
أعجمي	عجم	أعجمي	أعجمي
أعداء	عدو	أعداء	أعداء
أعدت	عدد	أعد	أعد
أعد	عدد	أعد;عد	أعد;عد
اعدلوا	عدل	عدل	عدل
أعذبه	عذب	عذب	عذب
إعراضا	عرض	إعراض	إعراض
إعراضهم	عرض	إعراض	إعراض
أعرضتم	عرض	أعرض	أعرض
أعرض	عرض	أعرض;عرض	أعرض;عرض
أعرضوا	عرض	أعرض	أعرض
أعزة	عزز	أعزة;عزة;عز	أعزة;عزة;عز
أعز	عزز	أعز;عز	أعز;عز
إعصار	عصر	إعصار	إعصار
أعصر	عصر	عصر	عصر
أعصي	عصي	عصى	عصى
أعطوا	عطي	أعطى	أعطى
أعطى	عطي	أعطى	أعطى
أعطيناك	عطي	أعطى	أعطى
أعظكم	وعظ	وعظ	وعظ
أعظك	وعظ	وعظ	وعظ
أعظم	عظم	أعظم	أعظم
أعقابكم	عقب	أعقاب	أعقاب
أعقابنا	عقب	أعقاب	أعقاب
أعلم	علم	علم;أعلم	علم;أعلم
اعلموا	علم	علم	علم
أعلنت	علن	أعلن	أعلن
أعلنتم	علن	أعلن	أعلن
أعمالا	عمل	أعمال	أعمال
أعمال	عمل	أعمال	أعمال
أعمالكم	عمل	أعمال	أعمال
أعمالنا	عمل	أعمال	أعمال
أعمالهم	عمل	أعمال	أعمال
أعمامكم	عمم	أعمام	أعمام
