word	root	stem	stem
مسؤوليات	سءل	سأل	سأل
متشدد	شدد	شدد	شدد
أجساد	جسد	جسد	جسد
خلافات	خلف	خلف	خلف
لسان	لسن	لسن	لسن
تطلب	طلب	طلب	طلب
أقرائك	قرء	قرأ	قرأ
الاهتمامات	همّ	همّ	همّ
والبرامج	رمج	رمج	رمج
الأجهزة	جهز	جهز	جهز
سأنقلهن	نقل	نقل	نقل
افتراضيا	فرض	فرض	فرض
الراحلين	رحل	رحل	رحل
حركهم	حرك	حرك	حرك
والدليلة	دل	دل	دل
إصدارات	صدر	صدر	صدر
يربطون	ربط	ربط	ربط
تناسقات	نسق	نسق	نسق
والمرشدات	رشد	أرشد	أرشد
الاحتجاز	حجز	حجز	حجز
استئذن	ءذن	أذن	أذن
وتأثيرها	ءثر	أثر	أثر
العملاقة	عملق	عملق	عملق
فيقض	فوض	فوض	فوض
للقائمين	قوم	قام	قام
سقوط	سقط	سقط	سقط
مرتحلون	رحل	رحل	رحل
إستماعه	سمع	سمع	سمع
تكرم	كرم	أكرم	أكرم
فنزل	نزل	نزل	نزل
والمجرات	جرى	جرى	جرى
عراء	عري	عرا	عرا
ائتمن	ءمن	أمن	أمن
والمحظورات	حظر	حظر	حظر
مستخدموا	خدم	خدم	خدم
الشادي	شدو	شدا	شدا
واقفات	وقف	وقف	وقف
تنقسمن	قسم	قسم	قسم
لمكافحة	كفح	كفح	كفح
اختلافات	خلف	خلف	خلف
الغندبتان	غندب	غندب	غندب
ساعات	سوع	سوع	سوع
الحقائق	حقق	حقق	حقق
استحقاق	حقق	حاق	حاق
يتحسن	حسن	حسن	حسن
لأجهزتهم	جهز	جهز	جهز
والباحثتان	بحث	بحث	بحث
والأضواء	ضوء	ضوء	ضوء
المتواجد	وجد	وجد	وجد
سلاسل	سلل	سلل	سلل
المنية	منن	منن	منن
تفاسير	فسر	فسر	فسر
وشيك	وشك	وشك	وشك
مسؤولين	سءل	سأل	سأل
المستمعان	سمع	سمع	سمع
ساجدون	سجد	سجد	سجد
يصلحونهن	صلح	صلح	صلح
جنسيات	جنس	جنس	جنس
سيزرعن	زرع	زرع	زرع
ينقسمان	قسم	قسم	قسم
والمسؤوليات	سءل	سأل	سأل
المعارضة	عرض	عرض	عرض
يستهزء	هزء	هزأ	هزأ
مستهزئات	هزء	هزأ	هزأ
رائحة	روح	روح	روح
الجديدة	جدد	جدد	جدد
سيحركوهم	حرك	حرك	حرك
الاختلاف	خلف	خلف	خلف
والمختلق	خلق	خلق	خلق
المجموعة	جمع	جمع	جمع
المشابهة	شبه	شبه	شبه
تباينات	بني	بني	بني
أساسيون	ءسس	اسس	اسس
المذهبية	ذهب	ذهب	ذهب
والذاهبات	ذهب	ذهب	ذهب
باكتشافه	كشف	كشف	كشف
معرب	عرب	عرب	عرب
والمشارب	شرب	شرب	شرب
توفيرهم	وفر	وفر	وفر
أدوارههم	دور	دور	دور
مراجع	رجع	رجع	رجع
والتدريب	درب	درب	درب
للشعارات	شعر	شعر	شعر
العراقيل	عرقل	عرقل	عرقل
فضائح	فضح	فضح	فضح
توفيرات	وفر	وفر	وفر
استهانوا	هون	هون	هون
الحاسبات	حسب	حسب	حسب
باستثناء	ثني	ثني	ثني
استبيانات	بين	بين	بين
الانبهار	بهر	بهر	بهر
فهزم	هزم	هزم	هزم
تضحية	ضحو	ضحا	ضحا
للعمل	عمد	عمد	عمد
الضأضأ	ضءضء	ضأضأ	ضأضأ
مجارة	مجر	مجر	مجر
وفاق	وفق	وفق	وفق
ضحكات	ضحك	ضحك	ضحك
لتصّور	صور	صور	صور
الصداقات	صدق	صدق	صدق
مسؤولون	سءل	سأل	سأل
المتميزة	ميز	ميز	ميز
مشهورة	شهر	شهر	شهر
المتدفقة	دفق	دفق	دفق
وظيفتهم	وظف	وظف	وظف
سلوان	سلو	سلا	سلا
حصون	حصن	حصن	حصن
يرتبطون	ربط	ربط	ربط
انشق	شق	شق	شق
نواب	نوب	نوب	نوب
مساهمات	سهم	سهم	سهم
وباحثان	بحث	بحث	بحث
مرتحلين	رحل	رحل	رحل
يزلزلهم	زلزل	زلزل	زلزل
فتلتحق	لحق	لحق	لحق
وعملائها	عمل	عمل	عمل
واقتراحها	قرح	قرح	قرح
استهدافا	هدف	هدف	هدف
الدلال	دلل	دلل	دلل
والمدونات	دون	دون	دون
بالبرامج	رمج	رمج	رمج
ذهبت	ذهب	ذهب	ذهب
تفسيرات	فسر	فسر	فسر
وجدت	وجد	وجد	وجد
والميزات	ميز	ميز	ميز
وتحدياتها	حدي	حدا	حدا
إعترافات	عرف	عرف	عرف
بيوض	بيض	بيض	بيض
أذواق	ذوق	ذوق	ذوق
فبطل	بطل	بطل	بطل
والأفلام	فلم	فلم	فلم
إسئلي	سءل	سأل	سأل
تحقيقاتهم	حقق	حقق	حقق
بمواصفات	وصف	وصف	وصف
يسمعان	سمع	سمع	سمع
لمواقعها	وقع	وقع	وقع
أمسيات	مسي	مسي	مسي
والمرتبط	ربط	ربط	ربط
صباغتهم	صبغ	صبغ	صبغ
ومحركات	حرك	حرك	حرك
والغواصات	غوص	غاص	غاص
تعليم	علم	علم	علم
تستهدفها	هدف	هدف	هدف
ستصحبا	صحب	صحب	صحب
منبوت	نبت	نبت	نبت
التنسيقات	نسق	نسق	نسق
التحليلات	حلل	حلل	حلل
موصول	وصل	وصل	وصل
الإدارة	دور	دار	دار
الدائمون	دوم	دام	دام
مشاهدوها	شهد	شهد	شهد
المشاركات	شرك	شرك	شرك
تعلم	علم	علم	علم
المضحاة	ضحو	ضحا	ضحا
مختلق	خلق	خلق	خلق
تلبس	لبس	لبس	لبس
تصلية	صلي	صلا	صلا
بالمتصفح	صفح	صفح	صفح
المطروحة	طرح	طرح	طرح
والمرشدون	رشد	أرشد	أرشد
للسيارات	سير	سير	سير
والشبهات	شبه	شبه	شبه
السياسيات	سوس	ساس	ساس
يصحب	صحب	صحب	صحب
الشراكات	شرك	شرك	شرك
إتركوهن	ترك	ترك	ترك
ذهبتا	ذهب	ذهب	ذهب
وتصاعدت	صعد	صعد	صعد
مستمعون	سمع	سمع	سمع
المسألتان	سءل	سأل	سأل
لترجمتها	رجم	رجم	رجم
الإنقسام	قسم	قسم	قسم
الملفات	لف	لف	لف
حددتها	حدد	حدد	حدد
راحلات	رحل	رحل	رحل
الفاقدات	فقد	فقد	فقد
وسام	وسم	وسم	وسم
جلسات	جلس	جلس	جلس
وملحقاتها	لحق	لحق	لحق
ستحفرن	حفر	حفر	حفر
سيجتذبهم	جذب	جذب	جذب
باستفتاء	فتء	فتأ	فتأ
تسمعين	سمع	سمع	سمع
دلالهن	دلل	دلل	دلل
تعلمان	علم	علم	علم
والمكتشفين	كشف	كشف	كشف
باجتماع	جمع	جمع	جمع
وتحليلها	حلل	حلل	حلل
ختام	ختم	ختم	ختم
مبارحتها	برح	برح	برح
المتنازع	نزع	نزع	نزع
بالتجديد	جدد	جدد	جدد
فيزداد	زود	زود	زود
المضغوطة	ضغط	ضغط	ضغط
خسائر	خسر	خسر	خسر
والمبادرات	بدر	بدر	بدر
بالعربي	عرب	عرب	عرب
لاستهداف	هدف	هدف	هدف
يصطحبون	صحب	صحب	صحب
مناح	منح	منح	منح
سينشغلن	شغل	شغل	شغل
فتشهد	شهد	شهد	شهد
والناقلتان	نقل	نقل	نقل
حفرهم	حفر	حفر	حفر
اكتسى	كسو	كسا	كسا
والإداري	دور	دور	دور
عيشا	عيش	عاش	عاش
ستحملون	حمل	حمل	حمل
واعدة	وعد	وعد	وعد
الاحتلال	حلل	حلل	حلل
فاصبح	صبح	صبح	صبح
سنعيقهن	عوق	عاق	عاق
والمسائل	سءل	سأل	سأل
إسلاميون	سلم	سلم	سلم
فقدانهن	فقد	فقد	فقد
وإقتصادياتهن	قصد	قصد	قصد
تلميذات	لمذ	لمذ	لمذ
تسبح	سبح	سبح	سبح
إستكشافاتهم	كشف	كشف	كشف
إنقسم	قسم	قسم	قسم
إكراما	كرم	أكرم	أكرم
وإمساكية	مسك	مسك	مسك
المصلحون	صلح	صلح	صلح
وباحثتان	بحث	بحث	بحث
مراكز	ركز	ركز	ركز
مجالاتها	جول	جال	جال
استحلفك	حلف	حلف	حلف
فيحتمل	حمل	حمل	حمل
لمبادراتها	بدر	بدر	بدر
ذبائح	ذبح	ذبح	ذبح
يذكرهم	ذكر	ذكر	ذكر
عوامل	عمل	عمل	عمل
والإبداع	بدع	بدع	بدع
المستخدمين	خدّم	خدّم	خدّم
الانعزالية	عزل	عزل	عزل
اعتبروها	عبر	عبر	عبر
زاروا	زور	زار	زار
فيحصل	حصل	حصل	حصل
المستمرة	سمر	سمر	سمر
الموثوقة	وثق	وثق	وثق
والأهداف	هدف	هدف	هدف
وأرباحها	ربح	ربح	ربح
كالصحابي	صحب	صحب	صحب
هيهات	؟	هات	هات
متوكلون	وكل	وكل	وكل
المتعاطفين	عطف	عطف	عطف
مكاتب	كتب	كتب	كتب
حضانة	حضن	حضن	حضن
شريعي	شرع	شرع	شرع
الراحلون	رحل	رحل	رحل
صائغة	صوغ	صاغ	صاغ
وظيفة	وظف	وظف	وظف
النقالة	نقل	نقل	نقل
المواربة	ورب	ورب	ورب
استقام	قوم	قوم	قوم
اشقاء	شقق	شقق	شقق
الناطقين	نطق	نطق	نطق
وتداخلها	دخل	دخل	دخل
الكاشف	كشف	كشف	كشف
ستسمع	سمع	سمع	سمع
سقاء	سقي	سقي	سقي
منظومتها	نظم	نظم	نظم
المجاهدان	جهد	جهد	جهد
خزائن	خزن	خزن	خزن
والمزرعة	زرع	زرع	زرع
يصلان	وصل	وصل	وصل
مارية	مرى	مرى	مرى
والإنترنت	؟	؟	؟
المساعدة	سعد	سعد	سعد
الدليلين	دل	دل	دل
لانهائية	نهى	نهى	نهى
اصطحبهن	صحب	صحب	صحب
والمطبوعات	طبع	طبع	طبع
وبالتالي	تلو	تلا	تلا
الأكفياء	كفو	كفو	كفو
ويتابعوا	تبع	تبع	تبع
بالأدوات	ءدو	أدا	أدا
اسوادان	سود	سود	سود
معتديات	عدو	عدا	عدا
تصاميمهم	صمّ	صمّ	صمّ
إذهب	ذهب	ذهب	ذهب
والمسافرتين	سفر	سفر	سفر
عرباتهم	عرب	؟	؟
سباحتهم	سبح	سبح	سبح
متجبرون	جبر	جبر	جبر
الأمانات	ءمن	أمن	أمن
إنساني	ءنس	انس	انس
عدوان	عدو	عدا	عدا
يحرمونهن	حرم	حرم	حرم
المحروم	حرم	حرم	حرم
باللغتين	لغة	لغة	لغة
محركان	حرك	حرك	حرك
امان	ءمن	أمن	أمن
منشقون	شقق	شقق	شقق
وفرض	فرض	فرض	فرض
والمصدران	صدر	صدر	صدر
الصحابيين	صحب	صحب	صحب
القواميس	قمس	قمس	قمس
تيمن	تمن	تمن	تمن
المخلوق	خلق	خلق	خلق
نيابيه	نوب	نوب	نوب
إذهبوا	ذهب	ذهب	ذهب
والحكومات	حكم	حكم	حكم
للسلطة	سلط	سلط	سلط
قصص	قصص	قصص	قصص
الشجعان	شجع	شجع	شجع
ينقسمن	قسم	قسم	قسم
إمكانيات	مكن	مكن	مكن
واستغلال	غلّ	غلّ	غلّ
إعاقتهن	عوق	عاق	عاق
الذرأة	ذرء	ذرأ	ذرأ
بالتوازي	وزي	وزي	وزي
العارفة	عرف	عرف	عرف
جوامع	جمع	جمع	جمع
والمطلوبان	طلب	طلب	طلب
مجاهدين	جهد	جهد	جهد
كتبتن	كتب	كتب	كتب
والدوائر	دور	دور	دور
مستمعان	سمع	سمع	سمع
بدلاء	بدل	بدل	بدل
الشركتان	شرك	شرك	شرك
فيعيد	عود	عود	عود
مستأنف	ءنف	انف	انف
سناء	سنى	سنى	سنى
الجامعية	جمع	جمع	جمع
إعاقة	عوق	عاق	عاق
الثروة	ثري	ثري	ثري
العطاءات	عطء	عطأ	عطأ
صحوة	صحو	صحا	صحا
البعثرة	بعثر	بعثر	بعثر
المجمعات	جمع	جمع	جمع
متروكات	ترك	ترك	ترك
والأدوات	دوى	دوى	دوى
قحطبة	قحطب	قحطب	قحطب
هاتف	هتف	هتف	هتف
بارسالها	رسل	رسل	رسل
اقتراحات	قرح	قرح	قرح
والاستخدام	خدم	خدم	خدم
درسوا	درس	درس	درس
والأجهزة	جهز	جهز	جهز
الادنى	دنو	دنا	دنا
وتنفيذها	نفذ	نفذ	نفذ
لعبتان	لعب	لعب	لعب
محركاتها	حرك	حرك	حرك
الغاضبين	غضب	غضب	غضب
اخاء	ءخو	اخا	اخا
الملحقات	لحق	لحق	لحق
تبحث	بحث	بحث	بحث
والمتوسطة	وسط	وسط	وسط
وخواطرهم	خطر	خطر	خطر
وباحترام	حرم	حرم	حرم
جزيرة	جزر	جزر	جزر
واثب	وثب	وثب	وثب
التغيرات	غير	غير	غير
يتدحرج	دحرج	دحرج	دحرج
يرجع	رجع	رجع	رجع
الاعتذار	عذر	عذر	عذر
متعلقتين	علق	علق	علق
تمركزهم	ركز	مركز	مركز
للقوانين	قنن	قنن	قنن
زعفران	زعفر	زعفر	زعفر
لمستعملي	عمل	عمل	عمل
الضرورية	ضرر	ضرر	ضرر
والطابعات	طبع	طبع	طبع
وينشرونها	نشر	نشر	نشر
متفائلين	فءل	فأل	فأل
والراحلين	رحل	رحل	رحل
الباني	بني	بني	بني
الإنجازات	نجز	نجز	نجز
يزدان	زين	زان	زان
فاحدث	حدث	حدث	حدث
إنكسارات	كسر	كسر	كسر
يرابطون	ربط	ربط	ربط
المجاهد	جهد	جهد	جهد
يحرم	حرم	حرم	حرم
متآخون	آخي	آخي	آخي
إعلم	علم	علم	علم
التمحيص	محص	محص	محص
مترجم	رجم	رجم	رجم
سيتركون	ترك	ترك	ترك
المستشفيات	شفى	شفى	شفى
متوحد	وحد	وحد	وحد
وبياناته	بين	بين	بين
كالإعاقات	عوق	عاق	عاق
موقوت	وقت	وقت	وقت
مسافرات	سفر	سفر	سفر
مبعثر	بعثر	بعثر	بعثر
طريقة	طرق	طرق	طرق
علاقاتها	علق	علق	علق
مشترياتهم	شري	شري	شري
عاشق	عشق	عشق	عشق
يدرس	درس	درس	درس
بكماء	بكم	بكم	بكم
يلتقوا	لقي	لقي	لقي
معاملات	عمد	عمد	عمد
بلاغتهن	بلغ	بلغ	بلغ
الإحتقانات	حقن	حقن	حقن
والمجاهدات	جهد	جهد	جهد
تبعثرهن	بعثر	بعثر	بعثر
والمحاسبة	حسب	حسب	حسب
وانشغالاته	شغل	شغل	شغل
محركين	حرك	حرك	حرك
محيص	محص	محص	محص
دوران	دور	دور	دور
المنايا	منن	منن	منن
المكتسب	كسب	كسب	كسب
إنعقد	عقد	عقد	عقد
والوسواس	وسوس	وسوس	وسوس
الحجر	حجر	حجر	حجر
القطاعات	قطع	قطع	قطع
مذيب	ذوب	ذوب	ذوب
وإعطائهم	عطء	عطأ	عطأ
وبالتعاون	عون	عون	عون
يشكلن	شكل	شكل	شكل
تزلزلها	زلزل	زلزل	زلزل
فسيحصلون	حصل	حصل	حصل
الصباغات	صبغ	صبغ	صبغ
المجاهدتين	جهد	جهد	جهد
المحفوظة	حظظ	حظظ	حظظ
تجافى	جفو	جفا	جفا
والزيارة	زور	زار	زار
الاحتفالية	حفل	حفل	حفل
للاقتصاد	قصد	قصد	قصد
ومكاسبها	كسب	كسب	كسب
المهنية	مهن	مهن	مهن
ايسمع	سمع	سمع	سمع
فبغير	غير	غير	غير
والمستهلكين	هلك	هلك	هلك
البائعة	بيع	باع	باع
منقول	نقل	نقل	نقل
تتدحرج	دحرج	دحرج	دحرج
صحيفة	صحف	صحف	صحف
أدلة	دل	دل	دل
موجود	وجد	وجد	وجد
الاعتقال	عقل	عقل	عقل
موسيقيين	؟	؟	؟
والسلسلة	سلل	سلل	سلل
مدائن	مدن	مدن	مدن
أغنية	غني	غنا	غنا
والمقاييس	قيس	قاس	قاس
المؤامرة	ءمر	أمر	أمر
اصلاء	ءصل	اصل	اصل
أنجاهم	نجي	نجي	نجي
أستاذهما	ءستذ	أستذ	أستذ
المتلاعب	لعب	لعب	لعب
سيربط	ربط	ربط	ربط
همهمات	همهم	همهم	همهم
كالأحزاب	حزب	حزب	حزب
مدلل	دلل	دلل	دلل
فاعاد	عود	عود	عود
عرباته	عرب	؟	؟
أدفيته	دفء	دفأ	دفأ
يهمهم	همهم	همهم	همهم
والمكاتب	كتب	كتب	كتب
نرجع	رجع	رجع	رجع
دمام	دم	دم	دم
عقدت	عقد	عقد	عقد
بالإضافة	ضيف	ضاف	ضاف
جماهيري	جمهر	جمهر	جمهر
فيعود	عود	عود	عود
لمواجهاتها	وجه	وجه	وجه
الاعتبار	عبر	عبر	عبر
وانتشارها	نشر	نشر	نشر
والكتابات	كتب	كتب	كتب
نعناع	نعنع	نعنع	نعنع
إستخدامهن	خدم	خدم	خدم
المدينة	مدن	مدن	مدن
للمستقبل	قبل	قبل	قبل
والتجيهزات	جهز	جهز	جهز
أملك	ملك	ملك	ملك
أغطية	غطي	غطي	غطي
فيتاخر	ءخر	أخر	أخر
مداد	مدد	مدد	مدد
للاقتصار	قصر	قصر	قصر
يختلقون	خلق	خلق	خلق
وللمعلنين	علن	علن	علن
ابتلاءات	بلو	بلا	بلا
فيقضي	قضي	قضي	قضي
المختصون	خصص	خصص	خصص
الاهتزازات	هزّ	هزّ	هزّ
إستمعن	سمع	سمع	سمع
المستهدف	هدف	هدف	هدف
إقتصادياتهن	قصد	قصد	قصد
فيضانا	فيض	فاض	فاض
المجتمع	جمع	جمع	جمع
استغاث	غوث	غاث	غاث
صباغون	صبغ	صبغ	صبغ
المحمول	حمل	حمل	حمل
والمعارف	عرف	عرف	عرف
البطارية	؟	؟	؟
الائتمانية	نمو	نما	نما
متخصصين	خصص	خصص	خصص
شكوى	شكو	شكا	شكا
المكتبية	كتب	كتب	كتب
انضمامهم	ضمم	ضمم	ضمم
الاسلامية	سلم	سلم	سلم
مشاركاته	شرك	شرك	شرك
وتحديثات	حدث	حدث	حدث
غوان	غني	غان	غان
لاستحداث	حدث	حدث	حدث
اعتذارها	عذر	عذر	عذر
المجاهدات	جهد	جهد	جهد
رئاسات	رءس	رأس	رأس
مراجعة	رجع	رجع	رجع
المقنؤة	قنء	قنأ	قنأ
أفياء	فيء	فاء	فاء
الثنائية	ثنء	ثنأ	ثنأ
يجهد	جهد	جهد	جهد
التصنيفات	صنف	صنف	صنف
مارق	مرق	مرق	مرق
مهاجمتها	هجم	هجم	هجم
مهين	مهن	مهن	مهن
مرحب	رحب	رحب	رحب
سجون	سجن	سجن	سجن
واستقبال	قبل	قبل	قبل
ترسلان	رسل	رسل	رسل
العاطفية	عطف	عطف	عطف
يزوران	زور	زار	زار
إعاقتان	عوق	عاق	عاق
المسألتان	سءل	سأل	سأل
سمعهم	سمع	سمع	سمع
المعصمين	عصم	عصم	عصم
واختلافها	خلف	خلف	خلف
سيرسلون	رسل	رسل	رسل
تترك	ترك	ترك	ترك
للمستخدمين	خدم	خدم	خدم
الإفراج	فرج	فرج	فرج
بلورات	بلور	بلور	بلور
الغسلج	غسلج	غسلج	غسلج
فيخرج	خرج	خرج	خرج
الزيارات	زور	زار	زار
الجدال	جدل	جادل	جادل
والبرمجيات	برمج	؟	؟
رسالة	رسل	رسل	رسل
المسألتين	سءل	سأل	سأل
ينقل	نقل	نقل	نقل
صاغة	صوغ	صاغ	صاغ
منوع	منع	منع	منع
استلهام	لهم	لهم	لهم
المتحركة	حرك	حرك	حرك
نواجذ	نجذ	نجذ	نجذ
بالتزامن	زمن	زمن	زمن
ويكتبون	كتب	كتب	كتب
تفتحون	فتح	فتح	فتح
يخلق	خلق	خلق	خلق
مرتجع	رجع	رجع	رجع
المختصين	خصص	خصص	خصص
والمعلنون	علن	علن	علن
والتعاطي	عطي	عطي	عطي
تخصيصات	خصص	خصص	خصص
إستجوابات	جوب	جوب	جوب
ضاحت	ضوح	ضحا	ضحا
والهمهمات	همهم	همهم	همهم
للمقارنة	قرن	قرن	قرن
فيتعدى	عدد	عدد	عدد
صاغية	صغو	صغا	صغا
مودعات	ودع	ودع	ودع
الانقسام	قسم	قسم	قسم
والمراجعان	رجع	رجع	رجع
باستغلال	غلل	غلل	غلل
جزاء	جزي	جزي	جزي
الماهن	مهن	مهن	مهن
ستدرسن	درس	درس	درس
فالتقنية	تقن	تقن	تقن
يبعثرهن	بعثر	بعثر	بعثر
سماعتان	سمع	سمع	سمع
شفاء	شفي	شفي	شفي
يرسلون	رسل	رسل	رسل
أدرسن	درس	درس	درس
العشاء	عشو	عشا	عشا
ممولات	مول	مول	مول
وقياديون	قود	قود	قود
المحرومين	حرم	حرم	حرم
راجعون	رجع	رجع	رجع
تباين	بين	بين	بين
دخولهن	دخل	دخل	دخل
استمكن	مكن	مكن	مكن
تستبدل	بدل	بدل	بدل
قضاء	قضي	قضي	قضي
وتقابلهم	قبل	قبل	قبل
صناعات	صنع	صنع	صنع
والمستمعتين	سمع	سمع	سمع
والصحابي	صحب	صحب	صحب
سيولة	سيل	سيل	سيل
أعوان	عون	عون	عون
سيرشد	رشد	أرشد	أرشد
الانتقالية	نقل	نقل	نقل
النميم	نمم	نمم	نمم
مرساة	رسو	رسا	رسا
الإصدارات	صدر	صدر	صدر
والمتملك	ملك	ملك	ملك
ترسانتها	رسن	رسن	رسن
وإطلاق	طلق	طلق	طلق
النحنحة	نحح	نحح	نحح
تعليمكم	علم	علم	علم
الأخوة	خوى	خوى	خوى
العطاء	عطي	عطا	عطا
يوحدن	وحد	وحد	وحد
انتخابية	نخب	نخب	نخب
والذاكرة	ذكر	ذكر	ذكر
الاستهلاكي	هلك	هلك	هلك
غماليج	غملج	غملج	غملج
لانتهاكه	نهك	نهك	نهك
تحرمان	حرم	حرم	حرم
الأغاني	غني	غني	غني
كالسجلات	سجل	سجل	سجل
الاجنبية	جنب	جاب	جاب
للمسلمين	سلم	سلم	سلم
التدريجي	درج	درج	درج
بالإبداع	بدع	بدع	بدع
والمكتشفين	كشف	كشف	كشف
الحسابية	حسب	حسب	حسب
وعاداتهم	عود	عاد	عاد
والخبير	خبر	خبر	خبر
يتبلورن	بلور	بلور	بلور
فينبغي	بغي	بغي	بغي
تربحن	ربح	ربح	ربح
علمكن	علم	علم	علم
ثواب	ثوب	ثوب	ثوب
بجدن	وجد	وجد	وجد
الدروس	درس	درس	درس
التناوش	نوش	ناش	ناش
وموضوعية	وضع	وضع	وضع
محللان	حلل	حلل	حلل
تخلق	خلق	خلق	خلق
التسعينيات	تسع	تسع	تسع
معرفة	عرف	عرف	عرف
متصلان	وصل	وصل	وصل
بالمواقع	وقع	وقع	وقع
والعرقية	عرق	عرق	عرق
عويل	عول	عول	عول
يصحبون	صحب	صحب	صحب
أمراء	مرء	مرء	مرء
والمتخصص	خصص	خصص	خصص
المصنعين	صنع	صنع	صنع
أدعية	دعو	دعا	دعا
إتحادات	تحد	تحد	تحد
والمشاركات	شرك	شرك	شرك
فاخبر	خبر	خبر	خبر
والمدارس	درس	درس	درس
تطبيقاته	طبق	طبق	طبق
تدلون	دل	دل	دل
أمانة	ءمن	امن	امن
التحاويل	حول	حول	حول
والاستفسارات	فسر	فسر	فسر
المكتشفة	كشف	كشف	كشف
وئيد	وءد	وأد	وأد
بالإثارة	ثور	ثار	ثار
أطلقتها	طلق	طلق	طلق
الفراغات	فرغ	فرغ	فرغ
الصائغون	صوغ	صاغ	صاغ
يدل	دل	دل	دل
إستمكان	مكن	مكن	مكن
إحملوا	حمل	حمل	حمل
والاعتماد	عمد	عمد	عمد
تصلان	وصل	وصل	وصل
المحرم	حرم	حرم	حرم
مسترخي	رخي	رخي	رخي
عائش	عيش	عاش	عاش
والرصانة	رصن	رصن	رصن
منشغل	شغل	شغل	شغل
الإشكاليات	شكل	شكل	شكل
إرتباطكم	ربط	ربط	ربط
المتعطلة	عطل	عطل	عطل
والعلاقات	علق	علق	علق
جمعتما	جمع	جمع	جمع
ركبتيك	ركب	ركب	ركب
مشتريات	شري	شري	شري
مختصون	خصص	خصص	خصص
ينشغل	شغل	شغل	شغل
والمحاكم	حكم	حكم	حكم
عارفه	عرف	عرف	عرف
ترجعان	رجع	رجع	رجع
إعتقالهن	عقل	عقل	عقل
باكين	بكى	بكى	بكى
تبدل	بدل	بدل	بدل
مضايف	ضيف	ضيف	ضيف
والعلاقة	علق	علق	علق
الإعتراف	عرف	عرف	عرف
أتركي	ترك	ترك	ترك
احتفالية	حفل	حفل	حفل
متألق	ءلق	الق	الق
المطلوبتان	طلب	طلب	طلب
معتقداتهم	عقد	عقد	عقد
والادعاء	دعى	دعى	دعى
وعير	وعر	وعر	وعر
مسابقات	سبق	سابق	سابق
المختصر	خصر	خصر	خصر
تأخرن	ءخر	أخر	أخر
الوكالات	وكل	وكل	وكل
لتواصلية	وصل	وصل	وصل
منخرط	خرط	خرط	خرط
الاستغلالي	غلّ	غلّ	غلّ
يرشدن	رشد	أرشد	أرشد
صوتك	صوت	صوت	صوت
مكتشفتين	كشف	كشف	كشف
التقسيمات	قسم	قسم	قسم
فالاستخبارات	خبر	خبر	خبر
التربوية	ربو	ربو	ربو
ومنشآتها	نشآ	نشآ	نشآ
اشربا	شرب	شرب	شرب
والعدالة	عدل	عدل	عدل
ياسر	يسر	يسر	يسر
ماكرين	مكر	مكر	مكر
بالقانون	قنن	قنن	قنن
التمرين	مرن	مرن	مرن
موازناته	وزن	وزن	وزن
والتنقيب	نقب	نقب	نقب
فتحت	فتح	فتح	فتح
المشحونة	شحن	شحن	شحن
والمبادئ	بدء	بدأ	بدأ
خفايا	خفي	خفي	خفي
المسافرات	سفر	سفر	سفر
إستغلتها	غلل	غلل	غلل
تسمع	سمع	سمع	سمع
متجنس	جنس	جنس	جنس
المصدرون	صدر	صدر	صدر
تحسنوا	حسن	حسن	حسن
طبيعي	طبع	طبع	طبع
فيدفع	دفع	دفع	دفع
متطرفون	طرف	طرف	طرف
الإئتمان	ءمن	أمن	أمن
متأخرتان	ءخر	أخر	أخر
بأبعادها	بعد	بعد	بعد
تزوران	زور	زار	زار
بناء	بني	بني	بني
إيجابيات	وجب	وجب	وجب
اليمام	يمم	يمم	يمم
الاقليمي	ءقلم	؟	؟
والمراهقين	رهق	رهق	رهق
برنامجها	برمج	؟	؟
المعارف	عرف	عرف	عرف
سلاح	سلح	سلح	سلح
يعلمون	علم	علم	علم
السماعتين	سمع	سمع	سمع
حرمان	حرم	حرم	حرم
متطوعات	طوع	طوع	طوع
سترجعون	رجع	رجع	رجع
تحريمهم	حرم	حرم	حرم
والفيضانات	فيض	فاض	فاض
تجهد	جهد	جهد	جهد
قحربة	قحرب	قحرب	قحرب
غربيين	غرب	غرب	غرب
يسمع	سمع	سمع	سمع
الصالحون	صلح	صلح	صلح
المرتبطة	ربط	ربط	ربط
ازدان	زين	زين	زين
التأهب	ءهب	اهب	اهب
المسافرون	سفر	سفر	سفر
والمسافر	سفر	سفر	سفر
والموجودة	وجد	وجد	وجد
الانطباع	طبع	طبع	طبع
أجهزتهم	جهز	جهز	جهز
والنقابات	نقب	نقب	نقب
والواعدة	وعد	وعد	وعد
رسائل	رسل	رسل	رسل
الخالق	خلق	خلق	خلق
وحدة	وحد	وحد	وحد
وجماهيرية	جمهر	جمهر	جمهر
والطرقات	طرق	طرق	طرق
والتدوين	دون	دون	دون
اختراقات	خرق	خرق	خرق
الإرهابي	رهب	رهب	رهب
القطاعين	قطع	قطع	قطع
ساجدتان	سجد	سجد	سجد
ساع	سوع	سوع	سوع
والذاهبون	ذهب	ذهب	ذهب
المكتفي	كفى	كفى	كفى
الخرائط	خرط	خرط	خرط
إستقلالهم	قلل	قلل	قلل
عودته	عود	عود	عود
المجاهدون	جهد	جهد	جهد
المعرفة	عرف	عرف	عرف
طلبات	طلب	طلب	طلب
